second,temp,o2,filt_o2,pressure,filt_press,fuel,fan,error
155,1450.127764072092,2.117922849728168,2.1125010625872807,-2.1993171602946324,-2.19416955182721,17.010444672563203,900.5700543873946,0.12776407209207719
156,1450.1231648114895,2.113373433398589,2.1126893985126607,-2.1827767680741585,-2.1947137979457723,17.010444672563203,900.5700543873946,0.12316481148945968
157,1450.1847836135255,2.1250934427808548,2.1127131596977513,-2.1829430560674634,-2.193451720183661,17.010444672563203,900.5700543873946,0.18478361352549655
158,1450.1190112716185,2.12106786137947,2.1131432103579866,-2.185235157218128,-2.1923406606124622,17.010444672563203,900.5700543873946,0.11901127161854674
159,1450.0676335814856,2.1222344611684774,2.1134184864170558,-2.177528492184119,-2.1915894102663507,17.010444672563203,900.5700543873946,0.06763358148555199
160,1450.00793251988,2.1393164530191964,2.1137247236112757,-2.1820298007319523,-2.190102778146191,16.948597464526035,900.5924456047105,0.007932519879886968
161,1450.006186219591,2.1362046083096886,2.11461369254756,-2.1852655183382987,-2.1892492387500333,16.948597464526035,900.5924456047105,0.0061862195909725415
162,1450.051672594313,2.1429354133714673,2.115363685890608,-2.1880919450942544,-2.1888280481359366,16.948597464526035,900.5924456047105,0.05167259431300408
163,1450.054463087628,2.13133750805365,2.116321430595245,-2.191071326856907,-2.188750221466361,16.948597464526035,900.5924456047105,0.05446308762793706
164,1450.0491085573763,2.1311061543211705,2.1168430356087806,-2.1909822603910567,-2.1889956271936173,16.948597464526035,900.5924456047105,0.04910855737625752
165,1450.027789555278,2.1256652907854106,2.1173384849610155,-2.1967758009101788,-2.1892056698597515,16.948597464526035,900.5924456047105,0.027789555278104672
166,1450.0883680075597,2.1270143703264988,2.117627727889284,-2.203493509708929,-2.190006044337973,16.948597464526035,900.5924456047105,0.08836800755966578
167,1450.005843572386,2.138157872696393,2.117953785365319,-2.2290531108578326,-2.1914320464754398,16.948597464526035,900.5924456047105,0.005843572386083906
168,1449.975146315812,2.1341638065901987,2.118655600499259,-2.2294679855179695,-2.195409644693307,16.948597464526035,900.5924456047105,0.024853684187974068
169,1450.0264224373825,2.1515955671050393,2.1191942976607843,-2.2375271411796125,-2.1990105634336894,16.948597464526035,900.5924456047105,0.02642243738250727
170,1450.0464099541898,2.139423064201847,2.1203197958630158,-2.226615885823582,-2.203082842448534,16.88675025657196,900.6044154167545,0.0464099541898122
171,1450.0318265690855,2.146242957826165,2.120983371046871,-2.2360218910239817,-2.2055709430093833,16.88675025657196,900.6044154167545,0.03182656908552417
172,1450.078608826851,2.150071210476702,2.1218607928123863,-2.225338514704519,-2.2087904594835615,16.88675025657196,900.6044154167545,0.07860882685099568
173,1450.0666324296806,2.1554487232716752,2.1228407145686226,-2.2334372711538233,-2.2105400515282474,16.88675025657196,900.6044154167545,0.06663242968056693
174,1450.0596406182472,2.14191600122849,2.1239733911028886,-2.226811039890684,-2.212960927744058,16.88675025657196,900.6044154167545,0.05964061824715827
175,1450.0037030830272,2.152015110735232,2.1245966478724547,-2.2292067243360054,-2.2144252717836554,16.88675025657196,900.6044154167545,0.003703083027176035
176,1450.074297246496,2.1572255812531203,2.1255490585656758,-2.2417464573458914,-2.2159880845401503,16.88675025657196,900.6044154167545,0.07429724649591662
177,1450.0708293748335,2.1731063326599225,2.12664937715529,-2.258531262392878,-2.218711464631842,16.88675025657196,900.6044154167545,0.07082937483346541
178,1450.1153634947827,2.175287251947114,2.1282631094863533,-2.2585936217946907,-2.2229215304343466,16.88675025657196,900.6044154167545,0.11536349478274133
179,1450.1134843350821,2.1748840772699873,2.1298965429828987,-2.252060875004419,-2.2266930677194243,16.88675025657196,900.6044154167545,0.11348433508214839
180,1450.1436136527263,2.155907313412932,2.1314592321236168,-2.244117730606384,-2.2293751541171503,16.824903048529134,900.6349369030685,0.1436136527263443
181,1450.1579124394216,2.153077964663633,2.1323084615349646,-2.238184101843766,-2.230933856586977,16.824903048529134,900.6349369030685,0.15791243942157962
182,1450.1191653928556,2.1444456928028024,2.1330299114817297,-2.2398345787187535,-2.2317004101942697,16.824903048529134,900.6349369030685,0.11916539285562067
183,1450.1384613704638,2.1269769315610603,2.133426450203791,-2.231870166988946,-2.2325604192014037,16.824903048529134,900.6349369030685,0.13846137046380136
184,1450.1794289536792,2.137172379105509,2.1332024197097823,-2.2260697663280866,-2.2324874402462567,16.824903048529134,900.6349369030685,0.17942895367923484
185,1450.180860084038,2.12428353863653,2.1333403201904755,-2.2417066514447215,-2.2318089127043375,16.824903048529134,900.6349369030685,0.1808600840379313
186,1450.1510270970552,2.1175320406635794,2.1330257239725623,-2.2324982959114466,-2.232855380384638,16.824903048529134,900.6349369030685,0.1510270970552483
187,1450.0973391610532,2.1042873615587157,2.1324875357670963,-2.2353222281872474,-2.2328176265733752,16.824903048529134,900.6349369030685,0.0973391610532417
188,1450.203025829062,2.1162590771631775,2.131507975420683,-2.2415602122714957,-2.233082432981151,16.824903048529134,900.6349369030685,0.2030258290619713
189,1450.2314252041276,2.1189976906921726,2.1309782902894323,-2.2326071082213943,-2.2339787712520196,16.824903048529134,900.6349369030685,0.2314252041276177
190,1450.2279627091364,2.120994528414654,2.1305621327321638,-2.235064159773176,-2.2338337481242667,16.763055840487326,900.6915043690948,0.22796270913636363
191,1450.299184229515,2.1146588338317818,2.1302297929276315,-2.22007272022927,-2.233963837032231,16.763055840487326,900.6915043690948,0.2991842295150491
192,1450.2770570572097,2.133780209722103,2.129688920994939,-2.2240525675645038,-2.232495157654156,16.763055840487326,900.6915043690948,0.2770570572097313
