step,temp,u_rl,fuel
50,1466.3670582200655,-0.02,17.34992914978623
51,1465.2985760914924,-0.02,17.379929150233266
52,1463.9061369281467,-0.02,17.409929150680302
53,1462.260608576352,-0.02,17.439929151127338
54,1460.418499344436,-0.02,17.469929151574373
55,1458.4246765338141,-0.02,17.49992915202141
56,1456.3145906878083,-0.02,17.529929152468444
57,1454.1091664632704,-0.02,17.55152745451096
58,1451.8394146868845,-0.02,17.561256840230023
59,1449.9013397786937,0.02,17.603748456679586
60,1448.4522492443243,0.02,17.62374845623255
61,1447.4428855631925,0.02,17.618413000579476
62,1446.7992598905437,0.02,17.60794725065776
63,1446.4560507158121,0.02,17.59556097154099
64,1446.3584739466287,0.02,17.58299433986627
65,1446.4621251507126,0.02,17.571181894066985
66,1446.7319376045566,0.02,17.56061282251554
67,1447.1408349722021,0.02,17.551526994470045
68,1447.6683570392188,0.02,17.54401848945527
69,1448.2493687099145,0.02,17.53808762491058
70,1448.8067810863524,0.02,17.533669875184163
71,1449.538191491813,0.02,17.530666300687436
72,1450.2964859164592,0.02,17.528947389057684
73,1450.8988567628005,-0.02,17.488314743413625
74,1451.3012243442395,-0.02,17.46831474386066
75,1451.515361406837,-0.02,17.4688544149173
76,1451.5757821267446,-0.02,17.474025944349957
77,1451.5199508612548,-0.02,17.48098207036818
78,1451.382592660815,-0.02,17.488257088332023
79,1451.1935155989704,-0.02,17.495128924561925
80,1450.9771290530834,-0.02,17.501272367909458
81,1450.7527023379093,-0.02,17.506569850085985
82,1450.5348984654088,-0.02,17.51099969265624
83,1450.334453642869,-0.02,17.514596823007775
84,1450.1765169506434,0.0014516953,17.538846724445175
85,1449.8488494457094,0.02,17.55884672399814
86,1449.5051685221206,0.02,17.578846723551106
87,1449.2664981475823,0.02,17.579594928036418
88,1449.135493629827,0.02,17.57581927798056
89,1449.096609752367,0.02,17.57016305822544
90,1449.1285712887143,0.02,17.563994711902602
91,1449.2102711604423,0.02,17.558001931746077
92,1449.3232719132056,0.02,17.552512269946384
93,1449.4525977188932,0.02,17.54766721313274
94,1449.5866598009916,0.02,17.543517596768297
95,1449.7169383169355,0.02,17.540076539818866
96,1449.965000305884,0.02,17.537350099262866
97,1450.2915729647311,0.016233344,17.531574459654706
98,1450.6577226892919,-0.02,17.49256827500735
99,1450.9176764733331,-0.02,17.472568275454385
100,1451.057965966619,-0.02,17.472795801016403
101,1451.0952586351468,-0.02,17.477275023187072
102,1451.0533554459023,-0.02,17.48341857952095
103,1450.9559796440906,-0.02,17.489904312152714
104,1450.8237884268294,-0.02,17.496084461966475
105,1450.6734878764062,-0.02,17.501669167338317
106,1450.51792417472,-0.02,17.506531010994614
107,1450.3666208308637,-0.02,17.510669199180033
108,1450.2264396288533,-0.02,17.51408253586878
109,1450.1128343535415,0.02,17.556783788031513
110,1449.8556325647146,0.02,17.57678378758448
111,1449.5789357333306,0.02,17.579701307947275
112,1449.390192480387,0.02,17.577075551277986
113,1449.2901867193787,0.02,17.571994590503035
114,1449.265317146255,0.02,17.56606843610692
115,1449.2976855341485,0.02,17.56011868421826
116,1449.369810038092,0.02,17.55454871069302
117,1449.4665926526122,0.02,17.549543828391407
118,1449.5757728138235,0.02,17.545180179900452
119,1449.6880866688275,0.02,17.541485084931967
120,1449.7966808945241,0.02,17.538471210937185
121,1450.134655243726,0.02,17.536157631718016
122,1450.5136673152213,-0.02,17.49455388284142
123,1450.7989173846086,-0.02,17.474553883288454
124,1450.9683000060772,-0.02,17.47319146164166
125,1451.0333795680674,-0.02,17.476866314198283
126,1451.0157567757037,-0.02,17.482640028941848
127,1450.9384282510582,-0.02,17.48899122984915
128,1450.8220408149912,-0.02,17.495163411525446
129,1450.6836086173737,-0.02,17.500805392328587
130,1450.5364047415958,-0.02,17.50576687037396
131,1450.3903805140499,-0.02,17.510010853218688
132,1450.2527727600652,-0.02,17.513538366060846
133,1450.1603767259253,0.018282019,17.554638944819892
134,1449.904892861605,0.02,17.574638944372857
135,1449.6290739675926,0.02,17.578908904546886
136,1449.4323761746305,0.02,17.576981261094346
137,1449.321550040847,0.02,17.572246919151382
138,1449.2859203624234,0.02,17.566477915661878
139,1449.308875570658,0.02,17.560583168985378
140,1449.3733819647452,0.02,17.555013362548504
141,1449.4643663629497,0.02,17.549979482753653
142,1449.569463813734,0.02,17.54557175426773
143,1449.6791207376018,0.02,17.541824978114953
144,1449.78625697569,0.02,17.53875550813634
145,1450.1135398224294,0.02,17.53638387671135
146,1450.4828694023856,-0.02,17.494720830791042
147,1450.7673562638781,-0.02,17.474720831238077
148,1450.9401304436258,-0.02,17.473272924701188
149,1451.0102133634286,-0.02,17.47688926023555
150,1450.9978992948252,-0.02,17.482623738988003
151,1450.925543034163,-0.02,17.488950054308052
152,1450.8135059226545,-0.02,17.495108270611517
153,1450.6787050466085,-0.02,17.500744354089257
154,1450.5344142277188,-0.02,17.50570616764458
155,1450.3906313214648,-0.02,17.50995415640967
156,1450.254656457982,-0.02,17.513488344401924
157,1450.162039923007,0.016691016,17.553006140489643
158,1449.9040831593638,0.02,17.573006140042608
159,1449.625336371638,0.02,17.578376635108764
160,1449.4259127853327,0.02,17.576985704000126
161,1449.313097258077,0.02,17.5724936308268
162,1449.2763109666253,0.02,17.566815980030047
163,1449.298853894131,0.02,17.560937549093026
164,1449.3635421149297,0.02,17.55534876058911
165,1449.4551451208222,0.02,17.550280955514047
166,1449.561159200593,0.02,17.545834141305537
167,1449.6719102645804,0.02,17.54204735842231
168,1449.7802229982306,0.02,17.538938276663323
169,1450.0992259124448,0.02,17.536526871392788
170,1450.4610157947154,-0.02,17.49482359056912
171,1450.7451591129989,-0.02,17.474823591016154
172,1450.9207440079667,-0.02,17.47331851654992
173,1450.9947097530235,-0.02,17.476896359096678
174,1450.9863384387156,-0.02,17.48260561621712
175,1450.9175329770612,-0.02,17.488916654645518
176,1450.8084906382003,-0.02,17.495066935265957
177,1450.6761061739976,-0.02,17.500700380764222
178,1450.5336941667863,-0.02,17.50566364165256
179,1450.3913150512612,-0.02,17.509915277702113
180,1450.2563325472233,-0.02,17.513454711228484
181,1450.1633321913857,0.015455029,17.551742537564074
182,1449.9033013486899,0.02,17.57174253711704
183,1449.6221450828327,0.02,17.577966988593268
184,1449.4205382373902,0.02,17.57699204565932
185,1449.3061594960757,0.02,17.572687360111185
186,1449.2684893248854,0.02,17.56707991455506
187,1449.2907481458385,0.02,17.561213544594242
188,1449.355626138115,0.02,17.555609530347425
189,1449.4477634429443,0.02,17.550514969356016
190,1449.5545435063575,0.02,17.54603750357556
191,1449.6661948527387,0.02,17.54221951272473
192,1449.7754659377279,0.02,17.539079548289422
193,1450.0880731180237,0.02,17.536637237079837
194,1450.4440378609415,-0.02,17.494902780759542
195,1450.7279367139524,-0.02,17.474902781206577
196,1450.9057192090847,-0.02,17.473353429166348
197,1450.982708947661,-0.02,17.47690149951099
198,1450.9774028723025,-0.02,17.482591310668504
199,1450.9113543770263,-0.02,17.488890579439076
200,1450.8046344968416,-0.02,17.49503475650802
201,1450.674121387467,-0.02,17.50066622162148
202,1450.5331621285143,-0.02,17.505630611140216
203,1450.3918667697799,-0.02,17.50988508866836
204,1450.2576485484294,-0.02,17.513428645369192
205,1450.164340304771,0.01449044,17.550756594261337
206,1449.9026847343468,0.02,17.570756593814302
207,1449.6196428887656,0.02,17.57764745907701
208,1449.4163296760921,0.02,17.576997133068964
209,1449.3007303899883,0.02,17.57283865890351
210,1449.2623713312275,0.02,17.56728595984196
211,1449.2844101329308,0.02,17.56142897041218
212,1449.3494382493686,0.02,17.555813058593756
213,1449.4419947712652,0.02,17.550697606851102
214,1449.54937460651,0.02,17.546196233389892
215,1449.6617302657512,0.02,17.542353854106615
216,1449.7717509247834,0.02,17.53918977372941
217,1450.079368214182,0.02,17.53672333311368
218,1450.4307881726672,-0.02,17.494964552633732
219,1450.714497200497,-0.02,17.474964553080767
220,1450.893995426244,-0.02,17.473380642881736
221,1450.9733455772307,-0.02,17.476905496783555
222,1450.9704317963485,-0.02,17.482580125958666
223,1450.9065347888072,-0.02,17.488870200310515
224,1450.8016271894774,-0.02,17.495009610030333
225,1450.672574256465,-0.02,17.5006395428164
226,1450.5327486001818,-0.02,17.505604833212566
227,1450.392298746314,-0.02,17.509861568320623
228,1450.2586767195605,-0.02,17.51340835507598
229,1450.16512756355,0.013737332,17.549986872313053
230,1449.9022031015072,0.02,17.569986871866018
231,1449.6176940961657,0.02,17.577404451252853
232,1449.4130577277028,0.02,17.577003622393153
233,1449.296513903501,0.02,17.572957274057064
234,1449.257622814218,0.02,17.5674464025696
235,1449.2794928145784,0.02,17.561596362515964
236,1449.3446386689461,0.02,17.555971041599694
237,1449.437521232845,0.02,17.55083930491976
238,1449.5453668843265,0.02,17.546319341301572
239,1449.6582693893897,0.02,17.542458026970355
240,1449.7688718975635,0.02,17.539275276478907
241,1450.072589736087,0.02,17.536790038555356
242,1450.4204577793632,-0.02,17.49501231679316
243,1450.7040532514413,-0.02,17.475012317240196
244,1450.884899070729,-0.02,17.473401557134615
245,1450.966087545419,-0.02,17.476908459853284
246,1450.9650322931245,-0.02,17.482571381822577
247,1450.9028048220403,-0.02,17.48885435061624
248,1450.7993025421633,-0.02,17.49499008830545
249,1450.6713814073998,-0.02,17.500618833547172
250,1450.532434099348,-0.02,17.50558485946178
251,1450.392639147741,-0.02,17.509843313699225
252,1450.2594789344812,-0.02,17.513392580652468
253,1450.1657399992553,0.01315108,17.54938765235543
254,1449.9018256398015,0.02,17.569387651908396
255,1449.616170103049,0.02,17.57721215138972
256,1449.41049792415,0.02,17.57700748262246
257,1449.2932143742337,0.02,17.57304942664269
258,1449.2539066972336,0.02,17.567571554122097
259,1449.2756445406296,0.02,17.561727091441277
260,1449.3408826648642,0.02,17.55609449777813
261,1449.434020512913,0.02,17.550950058686954
262,1449.5422309943262,0.02,17.546415568319862
263,1449.6555614888193,0.02,17.54253950021326
264,1449.7666191187675,0.02,17.53934207289451
265,1450.0673032787904,0.02,17.536842219958977
266,1450.412408144953,-0.02,17.495049711272408
267,1450.695898539174,-0.02,17.475049711719443
268,1450.8777896937615,-0.02,17.473417923785597
269,1450.960411725976,-0.02,17.476910841168387
270,1450.960807972155,-0.02,17.482564563345377
271,1450.8998852652476,-0.02,17.488841993266927
272,1450.7974817474517,-0.02,17.494974852790108
273,1450.6704457117892,-0.02,17.500602661248593
274,1450.5321853732182,-0.02,17.505569255849277
275,1450.3929029870806,-0.02,17.50982907837497
276,1450.2601038405646,-0.02,17.5133802366346
277,1450.166217864234,0.012693795,17.548920279588817
278,1449.9015322021423,0.02,17.568920279141782
279,1449.614983091495,0.02,17.57706209001134
280,1449.4085030723402,0.02,17.57701044707926
281,1449.2906426590005,0.02,17.57312123815605
282,1449.2510097036668,0.02,17.56766912494395
283,1449.272644164194,0.02,17.561829034626896
284,1449.3379539209504,0.02,17.556190790360922
285,1449.4312905349493,0.02,17.55103642899472
286,1449.5397852429298,0.02,17.546490618433626
287,1449.6534494230732,0.02,17.542603024253896
288,1449.7648617128746,0.02,17.53939422635237
289,1450.0631796903983,0.02,17.53688293620072
290,1450.4061294327678,-0.02,17.495078953607685
291,1450.6895375955594,-0.02,17.47507895405472
292,1450.8722440306783,-0.02,17.473430716931066
293,1450.9559839986882,-0.02,17.476912668108103
294,1450.9575122798678,-0.02,17.48255924839782
295,1450.897607264221,-0.02,17.488832332660632
296,1450.7960608400854,-0.02,17.494962936548703
297,1450.6697151339317,-0.02,17.500590049951917
298,1450.5319906087873,-0.02,17.505557031323164
299,1450.3931078611517,-0.02,17.509817956620534
300,1450.26059068557,-0.02,17.51337063572562
301,1450.1665904279328,0.012337523,17.548556129351116
302,1449.901304346686,0.02,17.56855612890408
303,1449.61405949082,0.02,17.576945122208805
304,1449.4069500913354,0.02,17.577012757816853
305,1449.2886399136933,0.02,17.573177250639365
306,1449.2487534568666,0.02,17.567745174330422
307,1449.2703071490255,0.02,17.561908475330068
308,1449.3356724242708,0.02,17.556265800508662
309,1449.4291638349289,0.02,17.551103730295207
310,1449.537879621185,0.02,17.54654912616284
311,1449.6518036942016,0.02,17.54265254354334
312,1449.7634925095124,0.02,17.53943486523959
313,1450.059967002858,0.02,17.53691472547985
314,1450.4012377336223,-0.02,17.495101768670043
315,1450.6845816819443,-0.02,17.475101769117078
316,1450.867923520282,-0.02,17.47344072426905
317,1450.9525350438155,-0.02,17.476914108034553
318,1450.954945599641,-0.02,17.48255511213749
319,1450.8958335868151,-0.02,17.488824758780485
320,1450.794954830852,-0.02,17.494953662766118
321,1450.6691469604004,-0.02,17.500580182731042
322,1450.5318400374524,-0.02,17.50554753439509
323,1450.393268718589,-0.02,17.509809261580095
324,1450.2609710961412,-0.02,17.51336309640128
325,1450.166881458999,0.0120592825,17.548271753599632
326,1449.9011262905717,0.02,17.568271753152597
327,1449.6133379323699,0.02,17.576853765083804
328,1449.4057370816677,0.02,17.57701453337827
329,1449.287075661001,0.02,17.573220950350304
330,1449.246991248633,0.02,17.567804580345737
331,1449.268481654963,0.02,17.561970529401062
332,1449.3338905054957,0.02,17.556324410895403
333,1449.4275027431374,0.02,17.551156318039705
334,1449.5363915198109,0.02,17.546594793626184
335,1449.650518458321,0.02,17.542691169720676
336,1449.7624228603422,0.02,17.53946651842807
337,1450.0574575196492,0.02,17.53693943436596
338,1450.3974168124957,-0.02,17.495119531655167
339,1450.6807102913183,-0.02,17.4751195321022
340,1450.8645479868048,-0.02,17.473448547418485
341,1450.949839795579,-0.02,17.476915234409166
342,1450.9529394493895,-0.02,17.482551906789432
343,1450.894446909726,-0.02,17.488818915438635
344,1450.794089882221,-0.02,17.494946428319906
345,1450.6687023561767,-0.02,17.500572531414665
346,1450.5317215562904,-0.02,17.505540115038663
347,1450.39339332684,-0.02,17.509802499690785
348,1450.2612668872414,-0.02,17.513357275881443
349,1450.167107614544,0.011842751,17.54805041632799
350,1449.9009874860067,0.02,17.568050415880954
351,1449.6127761986986,0.02,17.576782625302293
352,1449.4047930504992,0.02,17.57701588964221
353,1449.2858582657373,0.02,17.573254970110288
354,1449.2456198429634,0.02,17.567850807623497
355,1449.2670612550778,0.02,17.56201880823093
356,1449.332503823378,0.02,17.556369994643358
357,1449.4262101707698,0.02,17.55119723142961
358,1449.535233322218,0.02,17.546630337356145
359,1449.6495181160096,0.02,17.542721223960815
360,1449.7615905812147,0.02,17.53949121154013
361,1450.0555046336558,0.02,17.536958745604796
362,1450.3944432486026,-0.02,17.49513332423677
363,1450.6776972314872,-0.02,17.475133324683807
364,1450.8619206656904,-0.02,17.473454594126544
365,1450.9477419918658,-0.02,17.47691615369498
366,1450.9513779389179,-0.02,17.482549408324658
367,1450.8933674379755,-0.02,17.488814357163054
368,1450.7934163009693,-0.02,17.49494081079903
369,1450.6683558595216,-0.02,17.50056655109792
370,1450.5316289158557,-0.02,17.50553435439409
371,1450.3934898676343,-0.02,17.50979723583776
372,1450.26149704227,-0.02,17.51335275211749
373,1450.167284064892,0.011674186,17.547878164036046
374,1449.9008796813964,0.02,17.56787816358901
375,1449.6123280287443,0.02,17.576713726954917
376,1449.4040278557206,0.02,17.577011776905934
377,1449.284863139868,0.02,17.57328034765849
378,1449.244492660855,0.02,17.56788761321322
379,1449.2658895369057,0.02,17.562058055166112
380,1449.3313571827534,0.02,17.55640739525502
381,1449.4251392513243,0.02,17.551230898333788
382,1449.5342723810995,0.02,17.546659663599925
383,1449.6486870315646,0.02,17.54274611970609
384,1449.7608982197328,0.02,17.53951168905105
385,1450.0539482593344,0.02,17.536974770576567
386,1450.392100363149,-0.02,17.495144866072852
387,1450.675250563272,-0.02,17.475144866519887
388,1450.85975728728,-0.02,17.47345971314383
389,1450.9459989970355,-0.02,17.476917051125053
390,1450.9500707007085,-0.02,17.48254754198309
391,1450.892456481739,-0.02,17.48881079749393
392,1450.792841320662,-0.02,17.49493631730245
393,1450.6680525140841,-0.02,17.500561722118377
394,1450.5315371604038,-0.02,17.5055296624937
395,1450.3935566869968,-0.02,17.509792923341355
396,1450.2616762820328,-0.02,17.513348977086963
397,1450.167424495939,0.011539662,17.547740520191628
398,1449.900796243297,0.02,17.567740519744593
399,1449.6119840414715,0.02,17.57666907203384
400,1449.4034465901814,0.02,17.577012408784203
401,1449.2841118871306,0.02,17.57330142173147
402,1449.2436452713719,0.02,17.567916324304903
403,1449.2650111275302,0.02,17.56208808195934
404,1449.3304989407588,0.02,17.55643576428901
405,1449.4243384604151,0.02,17.551256374975036
406,1449.5335542723599,0.02,17.546681852561534
407,1449.6480662568792,0.02,17.542764902736707
408,1449.760381052541,0.02,17.539527152878904
409,1450.0527343691274,0.02,17.536986810357508
410,1450.3902519522853,-0.02,17.495153553254525
411,1450.6733754205052,-0.02,17.47515355370156
412,1450.8581213309174,-0.02,17.47346357102622
413,1450.9446924526123,-0.02,17.47691763461586
414,1450.9490979182792,-0.02,17.48254592374112
415,1450.8917837978527,-0.02,17.488807900684012
416,1450.7924213548924,-0.02,17.494932770675046
417,1450.667836246588,-0.02,17.500557979590024
418,1450.5314792864424,-0.02,17.505526038856683
419,1450.3936169542947,-0.02,17.509789625907317
420,1450.2618201664664,-0.02,17.513346146617238
421,1450.167534452367,0.011434174,17.54763272911523
422,1449.900728635555,0.02,17.567632728668194
423,1449.6117103811107,0.02,17.576634109823484
424,1449.4029865892192,0.02,17.57701301517045
425,1449.283518593809,0.02,17.573317996168942
426,1449.242976392009,0.02,17.567938885627004
427,1449.2643180082416,0.02,17.562111641718325
428,1449.3298221654939,0.02,17.55645802538429
429,1449.4237075780595,0.02,17.551276356361974
430,1449.5329889674097,0.02,17.546699188866466
431,1449.6475780060684,0.02,17.542779561014562
432,1449.7599748169573,0.02,17.539539130072654
433,1450.051782506222,0.02,17.53699623237285
434,1450.388803182484,-0.02,17.495160343476876
435,1450.6719057628143,-0.02,17.47516034392391
436,1450.8568396018181,-0.02,17.47346652735729
437,1450.9436689818526,-0.02,17.476918061055475
438,1450.9483361917657,-0.02,17.482544717456204
439,1450.8912573239534,-0.02,17.488805681716418
440,1450.7920930599835,-0.02,17.494930024064207
441,1450.6676676743596,-0.02,17.500555088550648
442,1450.5314345690238,-0.02,17.505523249727805
443,1450.393664559844,-0.02,17.50978708599585
444,1450.2619325924975,-0.02,17.513343940982978
445,1450.1676207673868,0.011351993,17.54754872546493
446,1449.9006767353496,0.02,17.567548725017897
447,1449.6114980420068,0.02,17.57660687522969
448,1449.4026286707294,0.02,17.57701341182363
449,1449.283056500948,0.02,17.573330844159216
450,1449.2424555637174,0.02,17.56795642852832
451,1449.263778330947,0.02,17.562129977790978
452,1449.3292951326114,0.02,17.556475351227345
453,1449.4232162786057,0.02,17.551291913463224
454,1449.5325488249796,0.02,17.54671270678142
455,1449.6471979784474,0.02,17.542791011396684
456,1449.7596586942075,0.02,17.539548559965866
457,1450.0510412103913,0.02,17.53700359019403
458,1450.3876746494525,-0.02,17.49516560956174
459,1450.6707609897326,-0.02,17.475165610008776
460,1450.8558408127165,-0.02,17.47346886831084
461,1450.9428710590494,-0.02,17.47691836301844
462,1450.9477420034514,-0.02,17.48254373065091
463,1450.8908463070804,-0.02,17.488803937234064
464,1450.7918363556987,-0.02,17.49492788691692
465,1450.6675353550938,-0.02,17.500552800421765
466,1450.5313987822778,-0.02,17.50552103311759
467,1450.3937008072694,-0.02,17.509785059544896
468,1450.2620198213126,-0.02,17.513342191469132
469,1450.167687628594,0.011287996,17.547483284808482
470,1449.9006356826337,0.02,17.567483284361447
471,1449.6113317913023,0.02,17.5765856372059
472,1449.4023492019626,0.02,17.577013729749662
473,1449.2826957049122,0.02,17.57334089415678
474,1449.2420487954262,0.02,17.56797010887682
475,1449.2633569177892,0.02,17.562144312611387
476,1449.3288837682283,0.02,17.55648889131535
477,1449.422832734948,0.02,17.551304065417114
478,1449.532205076562,0.02,17.546723250376548
479,1449.6469009780897,0.02,17.542799943840834
480,1449.7594114820936,0.02,17.5395559035095
481,1450.0504629326595,0.02,17.537009301767863
482,1450.3867947802044,-0.02,17.49516966102033
483,1450.6698683390061,-0.02,17.475169661467366
484,1450.8550618444342,-0.02,17.473470582718143
485,1450.9422487051647,-0.02,17.47691860708861
486,1450.947278380881,-0.02,17.482542982277415
487,1450.890525666794,-0.02,17.488802602546386
488,1450.7916361821676,-0.02,17.494926235511013
489,1450.667432284956,-0.02,17.50055104201105
490,1450.5313710336613,-0.02,17.50551935198647
491,1450.3937293443103,-0.02,17.509783537850318
492,1450.2620881597823,-0.02,17.513340840736873
493,1450.1677398292104,0.0112378355,17.54743203065694
494,1449.9006030422252,0.02,17.567432030209904
495,1449.6112008052457,0.02,17.57656902984064
496,1449.4021290211042,0.02,17.577014004277117
497,1449.2824120874548,0.02,17.573348752697942
498,1449.2417294993338,0.02,17.56798084113859
499,1449.263026476302,0.02,17.56215552871719
500,1449.3285613977303,0.02,17.5564994696155
501,1449.4225323592768,0.02,17.551313552522174
502,1449.5319361542722,0.02,17.546731490357374
503,1449.6466689703286,0.02,17.542806916157065
504,1449.759218387011,0.02,17.539561555297144
505,1450.050010249432,0.02,17.53701368327559
506,1450.3861056408746,-0.02,17.495172864658297
507,1450.6691692051222,-0.02,17.475172865105332
508,1450.8544518917492,-0.02,17.47347203772613
509,1450.9417614510066,-0.02,17.476918886618886
510,1450.946915757471,-0.02,17.482542485217248
511,1450.8902751567778,-0.02,17.488801569511082
512,1450.791480016444,-0.02,17.494924947357482
513,1450.6673521232262,-0.02,17.5005496834941
514,1450.5313498543105,-0.02,17.50551801546559
515,1450.3937521136068,-0.02,17.5097822803089
516,1450.2621414951868,-0.02,17.513339796163145
517,1450.1677803349303,0.01119894,17.547392267894608
518,1449.9005780971224,0.02,17.567392267447573
519,1449.611099899415,0.02,17.57655614733426
520,1449.4019595882435,0.02,17.57701419504794
521,1449.2821938332995,0.02,17.5733548476944
522,1449.2414838548516,0.02,17.5679891277425
523,1449.2627719239695,0.02,17.56216419255473
524,1449.3283128139917,0.02,17.5565076812895
525,1449.4223006669927,0.02,17.551320913233138
526,1449.5317284957532,0.02,17.546737885124127
527,1449.646489344291,0.02,17.54281230566508
528,1449.7590689191495,0.02,17.539565992220748
529,1450.0496594994097,0.02,17.537017231742283
530,1450.385571623712,-0.02,17.495175380737177
531,1450.6686276049006,-0.02,17.47517538118421
532,1450.8539794715603,-0.02,17.473473168520265
533,1450.9413842751933,-0.02,17.476919071213526
534,1450.9466350061653,-0.02,17.48254204110274
535,1450.8900810931552,-0.02,17.488800740981755
536,1450.7913590945382,-0.02,17.49492391379443
537,1450.6672900577953,-0.02,17.500548596391628
538,1450.531333428175,-0.02,17.505516942475374
539,1450.3937695868524,-0.02,17.509781351122978
540,1450.2621829383588,-0.02,17.51333895055435
541,1450.167812526587,0.0111686755,17.547361295470644
542,1449.9005593139875,0.02,17.56736129502361
543,1449.6110219626096,0.02,17.576546109512105
544,1449.4018281783644,0.02,17.57701437074388
545,1449.2820241376828,0.02,17.573359587218743
546,1449.2412924486734,0.02,17.56799558619886
547,1449.2625734393512,0.02,17.562170943294905
548,1449.3281187919602,0.02,17.55651404889103
549,1449.4221196246644,0.02,17.551326640744378
550,1449.531565989053,0.02,17.546742854603533
551,1449.6463490185222,0.02,17.542816530988482
552,1449.7589519276357,0.02,17.539569448452067
553,1450.0493857215408,0.02,17.537019935483567
554,1450.385155039432,-0.02,17.495177303534934
555,1450.6682050142124,-0.02,17.47517730398197
556,1450.8536108333378,-0.02,17.473474014856798
557,1450.9410896481143,-0.02,17.476919167178956
558,1450.9464153688396,-0.02,17.482541651989806
559,1450.8899288573352,-0.02,17.488800069398945
560,1450.7912635781909,-0.02,17.494923127521137
561,1450.6672403173777,-0.02,17.500547731017736
562,1450.5313191726182,-0.02,17.505516122943675
563,1450.3937819029777,-0.02,17.509780585239284
564,1450.2622139471962,-0.02,17.513338327849297
565,1450.1678364954569,0.011145611,17.547337740049446
566,1449.9005445509229,0.02,17.56733773960241
567,1449.6109622504744,0.02,17.576538468669597
568,1449.4017277113974,0.02,17.577014512430157
569,1449.2818943383327,0.02,17.573363234822686
570,1449.2411459411387,0.02,17.568000520848912
571,1449.2624214408609,0.02,17.562176088077017
572,1449.3279703405055,0.02,17.55651890417564
573,1449.4219809367498,0.02,17.551330978957598
574,1449.5314415241971,0.02,17.546746673655935
575,1449.6462412554695,0.02,17.542819792293766
576,1449.7588622957412,0.02,17.53957214810576
577,1450.0491770720068,0.02,17.537021976545503
578,1450.3848380001316,-0.02,17.495178829552035
579,1450.667883619302,-0.02,17.47517882999907
580,1450.8533307177145,-0.02,17.473474628037685
581,1450.9408662040164,-0.02,17.47691924314065
582,1450.9462491563286,-0.02,17.4825413509619
583,1450.889814026879,-0.02,17.48879960140888
584,1450.791192008371,-0.02,17.494922534467495
585,1450.667203505061,-0.02,17.50054711118828
586,1450.5313096556492,-0.02,17.505515530534534
587,1450.3937929433905,-0.02,17.509780042686533
588,1450.2622396336071,-0.02,17.513337837870797
589,1450.167855772534,0.011127009,17.54731873658699
590,1449.9005325688101,0.02,17.567318736139956
591,1449.6109139934747,0.02,17.576532332667444
592,1449.4016462612406,0.02,17.57701458985171
593,1449.2817892671258,0.02,17.573366127895945
594,1449.241027489495,0.02,17.56800450573482
595,1449.2622990380978,0.02,17.56218026622031
596,1449.3278510777773,0.02,17.55652285148355
597,1449.4218700535225,0.02,17.551334506381604
598,1449.5313425141248,0.02,17.546749752208026
