% # columns="iteration, evaluation, min 25%tile 75%tile max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=162343, Sat Apr 25 05:10:33 2026
1 8 -0.1094518059611522 -0.10742373311002935 0.14542835990101877 0.2276843180535786 0.8787103957447369 0.9625277102641374 1.1407929029336588
2 16 -0.1094518059611522 -0.10742373311002935 0.14542835990101877 0.2276843180535786 0.8787103957447369 0.9625277102641374 1.1407929029336588
3 24 -0.1094518059611522 -0.10742373311002935 0.14542835990101877 0.2276843180535786 0.8787103957447369 0.9625277102641374 1.1407929029336588
4 32 -0.5884415696876114 -0.42734320756980915 0.08254446800207474 0.09140866440823375 0.6274048436689287 1.0083840477962114 1.260763567958281
5 40 -0.5884415696876114 -0.42734320756980915 0.08254446800207474 0.09140866440823375 0.6274048436689287 1.0083840477962114 1.260763567958281
6 48 -0.5884415696876114 -0.42734320756980915 0.08254446800207474 0.09140866440823375 0.6274048436689287 1.0083840477962114 1.260763567958281
7 56 -0.7714075234909001 -0.6404722480333889 0.17838946886637128 0.3204080990421134 0.47397234323576193 0.9124271120142866 1.393853286077437
8 64 -0.7714075234909001 -0.6404722480333889 0.17838946886637128 0.3204080990421134 0.47397234323576193 0.9124271120142866 1.393853286077437
9 72 -0.7714075234909001 -0.6404722480333889 0.17838946886637128 0.3204080990421134 0.47397234323576193 0.9124271120142866 1.393853286077437
10 80 -0.8027796185201299 -0.667287381511933 0.23640555449278758 0.40214429615283087 0.4272837560723471 0.8932702965057917 1.4210899933421393
11 88 -0.8027796185201299 -0.667287381511933 0.23640555449278758 0.40214429615283087 0.4272837560723471 0.8932702965057917 1.4210899933421393
11 88 -0.8027796185201299 -0.667287381511933 0.23640555449278758 0.40214429615283087 0.4272837560723471 0.8932702965057917 1.4210899933421393
