% # columns="iter, evals, sigma, 0, fitness, xbest" seed=162343, Sat Apr 25 05:10:33 2026, <python>{}</python>
1 8 0.16803585077953517 0 904353.6946035707 0.4184956585772096 9999.937874178739 7200.0628687559765
2 16 0.1687038989376052 0 874501.1340549912 0.3754684245894836 9999.84568591356 7199.993654186949
3 24 0.19076377640120804 0 361132.1679590062 0.19835517055710133 9999.598887570148 7199.938648209428
4 32 0.2255187933559935 0 30838.797372511905 0.08384934324123552 9999.37438780549 7200.039254800883
5 40 0.2808408192073383 0 55940.740665693615 -0.01342892656417538 9999.19472550786 7200.103044818562
6 48 0.27289649189321563 0 16876.74771526633 0.07347366165508375 9999.253975980235 7200.069406316099
7 56 0.28493463349979414 0 2252.662838656819 0.055457890520269365 9999.718881012668 7199.79869005925
8 64 0.24159110019189772 0 23520.48434535015 0.015369625182848151 9999.074185724965 7200.037389016409
9 72 0.19293079422607048 0 10969.752068316851 0.024695338843584352 9999.291796955544 7199.997864814002
10 80 0.18834482736302666 0 55940.740665693615 -0.2438411705035517 9999.238065465084 7200.018856670075
11 88 0.17173450159213288 0 55940.740665693615 -0.28675626239224294 9998.961866577718 7200.00520715238
11 88 0.17173450159213288 0 55940.740665693615 -0.28675626239224294 9998.961866577718 7200.00520715238
