adim,fuel,fan,sicaklik,o2,efficiency
0,15.969671217633044,1000.7813654223779,1412.7965180603348,3.009225879164756,0.9384369844190609
1,15.84893421834607,997.1819468962321,1424.6743347222673,3.009453301127902,0.970604224228763
2,15.777545726121275,994.6931976996135,1435.5294815413095,3.003352356400992,0.9902554260348506
3,15.782691499637773,998.259604925651,1444.6684404341684,3.021105018101661,0.9983128530620284
4,15.770476401428066,998.1440091850168,1452.8495641108852,3.035346222571788,0.9986212582838984
5,15.825729844911624,1000.2749261133929,1459.8243644216673,3.0522355911341563,0.9933158268308937
6,15.73813170242214,1004.0512031987961,1465.5802595533216,3.1013260680678814,0.9805987446622386
7,15.812088224765379,1007.658924973253,1470.1987244133027,3.15123749511645,0.9632911130367778
8,15.646164900272574,1008.0414523928366,1474.2506862105236,3.2138321892693553,0.9381000627794791
9,15.775738126043748,1010.1977880738125,1477.4155661183,3.2568487866976765,0.9163390992115671
10,16.007963730556323,1013.958049934209,1479.5242165608715,3.2810552157498223,0.9020456132304765
11,16.05572821170031,1012.5564071348875,1481.6091344255508,3.283790741242305,0.8954381910523224
12,15.922406922697245,1013.4001701812737,1482.8908071600208,3.309506503330894,0.8816327580755678
13,15.93650423452146,1019.0067178902108,1481.5287271961902,3.361834865745844,0.8630177424697741
14,15.88249758917011,1021.5099044600967,1478.724359534261,3.4238130171248042,0.8418282492431006
15,15.976245462208384,1020.3245223296088,1476.2907895962207,3.4501872393225783,0.8351598185265411
16,16.221460642263764,1016.5136136098317,1474.9459554792327,3.412749105750886,0.8560295677622864
17,16.274187228362127,1018.739343973942,1474.13900782069,3.391247575842882,0.8678093613844322
18,16.39513095398175,1022.1031288190159,1471.9999294084957,3.3791626870885785,0.877782239383723
19,16.189585484378,1019.8723912753968,1471.2505930368952,3.384616889086872,0.876757419265286
20,16.133116172332716,1019.7781794738638,1468.7369223778778,3.3958817130016943,0.8761370497510123
21,16.07869191478048,1018.4091433145213,1468.097406132063,3.403382368088706,0.8737277736758211
22,16.11442576352978,1015.948529952575,1470.5511499247523,3.388809701030439,0.876158343120099
23,16.20252020124457,1012.6858046724914,1474.0277997753287,3.345265066699951,0.8886886284669893
24,16.182189295797276,1012.2888033301117,1475.8626499835486,3.3128814553280637,0.8983256062500402
25,16.142929610114102,1011.5915598496027,1477.8329305080083,3.289559319446728,0.903010904080054
26,16.142911500145626,1010.7766107414652,1479.182959540627,3.266887291567337,0.9082679381291303
27,15.949378491730757,1012.1007799423675,1481.1228758866835,3.2849000097894647,0.8963329602676761
28,15.966259435304584,1010.174015160436,1485.8188268574381,3.283833494030225,0.8832506965718856
29,16.018318774847845,1011.9208654361568,1490.2327696162265,3.2869895480153026,0.8679765673578536
30,16.163913050774035,1008.5595293446014,1496.0977682204596,3.2479154573682045,0.8619519266789982
31,16.070653648214392,1009.3528351906084,1498.9264318159753,3.236498010307595,0.855325468559895
32,15.921007668977508,1009.8319841792152,1500.7050420099335,3.251570041096535,0.8432596616147341
33,15.96950586058652,1010.4830058973486,1501.5563049040582,3.260359780053112,0.8367754330032064
34,16.065480377704397,1012.9501243455691,1502.2575215277157,3.2694196277468635,0.8306739513248304
35,16.01885350408954,1011.645206744895,1504.039851442511,3.2743557939501806,0.8217000191564334
36,16.20746019959714,1011.889008765035,1505.3977051268892,3.2536977197388746,0.8237770893251937
37,15.99876468162727,1012.7132738339816,1505.9884589022868,3.2720975274402364,0.8146170196217596
38,16.055526741907006,1014.9440607867028,1506.0725871634263,3.292151438003977,0.8065524715155625
39,15.892953774715606,1015.0309271513676,1503.8840766171081,3.3300866081673446,0.7999088887112958
40,15.93213309063377,1016.0656977984861,1501.8115618665574,3.3596298189823726,0.7953178780760237
41,15.991850310507912,1015.9812045250418,1500.4836412628592,3.373049259362703,0.7944945591965362
42,15.966057441494332,1014.741161508805,1501.0615889101443,3.3788930182769987,0.7895957803074403
43,15.809598333641517,1012.3218173071905,1500.9014839871777,3.389505816895345,0.7853644195233964
44,15.823087458651296,1010.5943621287171,1499.4648937936877,3.3846379510413,0.7931499434488837
45,15.826232701237346,1009.4730650459564,1498.9818757533399,3.3734002264265297,0.8001073269429728
46,15.85509125827935,1012.3454572329011,1499.0734654409741,3.3792917773423983,0.7970859908965874
47,15.798700176156666,1015.2575373631776,1497.949924151743,3.4098026249710314,0.787234865243047
48,15.742543263771758,1018.5282510608569,1498.0225723735753,3.4607287195881256,0.7627050076150559
49,15.980916298051607,1015.758939618763,1496.4072569099862,3.448987650958113,0.774360960007223
50,16.003664691765906,1016.578008858687,1495.516248332168,3.442166559484461,0.7808852862483396
51,15.867318213155219,1014.865774573223,1493.2394412712601,3.4450834104035106,0.7876094720115558
52,15.85003379184963,1014.0278466891879,1491.8012734484187,3.4443764970830637,0.7929257333316002
53,15.92291626426643,1016.929921800856,1490.6244155692134,3.452000647698612,0.7932492512812386
54,15.798245218268725,1016.7154457059886,1489.148235941119,3.473504025064895,0.787750855684846
55,15.957311885302612,1016.5861894968871,1486.243188435881,3.4669780970378077,0.8000921603211686
56,15.932194635460867,1014.8529721239444,1484.2275534913815,3.454696992274661,0.8120558248000687
57,16.028623034411634,1016.6059611705707,1482.2902853969235,3.4431910080396806,0.8231184873371817
58,16.088263288171113,1013.6925274704125,1481.6540949641105,3.408099237680316,0.8415056642310631
59,16.09552250125297,1014.4522417260515,1480.5105573433361,3.3855662497345653,0.855035006696776
60,15.949835190596191,1013.1479213618093,1479.1439256323345,3.3804746941613466,0.8609266211935386
61,15.832145042530165,1009.7530827149159,1481.1398361410083,3.371255216487661,0.859853002856344
62,15.848661945298426,1010.9594162504349,1482.955288847625,3.3697639782637046,0.8554911949837187
63,16.075511693324767,1015.6124224188844,1482.3220343732778,3.3668419949586292,0.85858686906082
64,16.05588553600078,1016.7814296017451,1481.3352010702247,3.37464429095381,0.857791653313604
65,16.05742431016007,1016.7430691150637,1481.2269478102278,3.380045667010797,0.8556328509376134
66,15.935805371550009,1016.5627671526618,1479.6829751213907,3.399695002472799,0.8506901467938188
67,15.9895646266797,1018.5300281431042,1479.571313175325,3.419242335238816,0.8418231817507116
68,16.158914204559377,1017.040042336201,1479.5804533344283,3.401397943884451,0.8501642636299707
69,16.17426955974153,1011.7287935606272,1481.8197255185044,3.3525157122799456,0.8663450009742447
70,16.11670030766293,1011.4931650827729,1484.627902645291,3.3222626576831153,0.8713231880320065
71,16.06002231807411,1010.6812206166949,1487.399625749593,3.3021968204589207,0.8711150633818873
72,16.197027828934893,1008.662731425747,1488.73269739105,3.2554378827683754,0.8847054398626015
73,16.248407698877017,1009.5102855329961,1488.537538834548,3.218747833721821,0.8977650544774969
74,16.33762837351317,1008.2383837197153,1488.748896402779,3.170887803279638,0.9108965053207025
75,16.27810024943781,1008.019848651726,1491.389503428252,3.141728259312827,0.9090894953337649
76,16.33491909695226,1010.2354738587856,1493.0991342020407,3.126263400580665,0.9063983518699397
77,16.281188548146403,1011.0983977169207,1494.4826218632193,3.12750551356223,0.9012648207331104
78,16.26690218535394,1011.4578989205568,1494.3357394047998,3.132677983809528,0.9007482358054612
79,16.351371806065774,1009.2487681956113,1495.100760862992,3.110928658483732,0.9021186666810308
80,16.494392817175342,1012.662232895793,1496.9908550962787,3.096892907193985,0.8974889158867514
81,16.52158783406048,1012.0727503677801,1498.8520272623648,3.0789517976635263,0.892985813762607
82,16.54915790439726,1013.301361724526,1499.6204910223776,3.0695474016343067,0.8911556449411555
83,16.563867665084373,1014.9355243608327,1499.4140269381523,3.0707974250738554,0.891808041803016
84,16.49914624154092,1016.2499442532591,1500.5722727648285,3.0887036755002364,0.8850868999788014
85,16.522659581990084,1015.1198401617189,1502.353900343862,3.0918835670018634,0.8776461615450803
86,16.646819473045547,1016.7751679666374,1504.5968943195971,3.087899747196583,0.8692172042124693
87,16.608597899323605,1012.8934549289264,1506.487477077298,3.0656766095162933,0.8641792754532984
88,16.665721067838856,1012.0123582428037,1508.7595069770928,3.0357703822460693,0.8571242175312409
89,16.688663062382293,1012.8502235060241,1509.9137822704206,3.0155820230830193,0.8530755316795863
90,16.645659384984054,1012.6181616483975,1510.7431304809481,3.0047238458010304,0.8497221598535294
91,16.659984683172535,1010.8480002302236,1512.531931062051,2.98342393345171,0.8418386332271817
92,16.437434808097958,1009.143275442794,1515.9703497738121,2.986594531302111,0.8269155498945984
93,16.50756602683315,1008.1622588642689,1519.3591403563844,2.973180624574058,0.8114542939597554
94,16.605412388388604,1006.2664076443224,1522.6590060371805,2.9377451847996543,0.794128129341344
95,16.605228823492034,1002.9260326288893,1525.8081373567784,2.8896449083722313,0.7733445154370756
96,16.553446964936473,1004.397277130871,1527.4174122602924,2.8700442598758915,0.7623772562568294
97,16.53677040435869,1000.8596069334745,1529.2632061488275,2.8347290930603197,0.746004525628819
98,16.59106666387776,1000.8725832186988,1531.763709467074,2.8010074827429245,0.7254401253651285
99,16.59895136212022,1003.5313757340413,1532.9754908767302,2.791846781258397,0.7171862986483649
100,16.68698056964927,1007.2098022552348,1534.093301427745,2.7968832726343633,0.7136339418808759
101,16.9032407087325,1008.6026598667974,1534.85348291004,2.7810105826681735,0.705283982317781
102,16.788509792533617,1010.8249855594424,1534.9337068800046,2.7983885130824757,0.710271962188195
103,16.769380390192914,1008.8637954971981,1535.5394694236875,2.801434157938734,0.7084279158596911
104,16.79660862091825,1005.0705697328342,1533.9828149046061,2.775738121408301,0.7075380807875467
105,16.70977037756446,1001.842306450165,1533.4766923132947,2.7471406380074685,0.7000979336762835
106,16.74558061851064,1000.9369168516611,1533.7035104804354,2.7150712887843005,0.6871341609846598
107,16.827482764797725,1005.0948840909415,1533.0484864798607,2.7070478222107504,0.6869698155658506
108,16.82558393823031,1005.1062251222011,1531.8222163469038,2.701353592489298,0.6902805901672698
109,16.54837907555736,1005.3917459663462,1531.088374748122,2.735922991591716,0.706894192735187
110,16.650400813875272,1007.3172705042787,1531.073446425189,2.760522458955418,0.7156894010636932
111,16.68180621655243,1007.8178331073226,1531.3218504160718,2.777984793087679,0.720354604472742
112,16.579547183795103,1010.3717358540399,1532.6530180726718,2.821133951969688,0.7270614618990215
113,16.74527762094578,1009.8911911264228,1536.3213494750214,2.8282588572871115,0.7123077778606042
114,16.833944532422255,1009.7291815564719,1538.2578495392145,2.8208398146808804,0.7016115637266209
115,16.858352764043214,1008.8743093350846,1539.713153441237,2.8065994558730845,0.6911123509507803
116,16.976547895460254,1010.0872435209278,1540.8144815327096,2.7882455902655634,0.6807018260527198
117,16.787004417317046,1010.2031843421588,1541.009366346182,2.800051467843721,0.683403185169863
118,16.887390821242903,1012.7843353527805,1541.2853928774946,2.812089459451383,0.6856350340119769
119,16.848454669606635,1013.9697361757853,1542.49227880872,2.833710536934023,0.6860124021517608
120,17.00610543366594,1011.8142304798794,1543.6680371296793,2.8157453220168573,0.6760611746691507
121,17.044422658327814,1012.8666737286602,1541.3955466451048,2.8040026478033573,0.6828363397496986
122,17.155673941018964,1012.0971625519736,1540.21103778393,2.776127006699047,0.6795609570638348
123,17.156585881959167,1012.0336319002006,1539.1840526043484,2.7547018943069865,0.6769649977637812
124,17.24189281689925,1013.7301053322649,1536.6418060856683,2.7386264270627074,0.6826892282726358
125,17.242820940523607,1014.774774547369,1535.8891234956377,2.73302677652143,0.6840342386479069
126,17.41251996137426,1013.2858693148872,1535.8374382124966,2.6985125066848337,0.6709209987968583
127,17.40358743704947,1009.8959596190768,1535.789926656609,2.6521854363754773,0.6516634461816078
128,17.38339848653913,1011.5536256738709,1536.2853912343558,2.6304614966786364,0.6397852734303966
129,17.362080433836333,1010.2024409287693,1534.5218689230264,2.6081787997892754,0.6376162939249792
130,17.24143702268052,1010.5598536868093,1533.967200072373,2.6086930552199252,0.6403695873568305
131,17.257897293466073,1011.5029162395429,1532.9938591315301,2.6130232249594068,0.6467805692094111
132,17.35013764363202,1013.0440090599017,1533.555571271906,2.6146125189386487,0.6449583315416361
133,17.506506528718187,1015.6560939516193,1533.9748513224913,2.613257385949136,0.6424338943303372
134,17.496921231802666,1015.0330715943588,1535.5421549407506,2.609486675794641,0.633595812084913
135,17.459257610234918,1014.0656935653849,1537.010781493051,2.6051103798298687,0.6249352839706892
136,17.40698723745458,1015.6224612122415,1539.1949618293588,2.6179381467808,0.6209938336359185
137,17.29315252268381,1011.48603693779,1541.7965319313782,2.615463565456281,0.6082229864999749
138,17.490092898006296,1009.9689755977739,1545.3825446744577,2.579900443313705,0.5758001431831286
139,17.38205820349033,1010.5012176520024,1548.1385813959316,2.569715384038492,0.5589440541613783
140,17.324811229539854,1010.0660345935901,1550.361071478,2.566336294498829,0.5477574782409425
141,17.202107801330026,1009.0310316685864,1552.4150044192734,2.5724822873512077,0.5419349760916992
142,17.44099514587163,1008.2598762837099,1552.443559735087,2.542652141857714,0.5275431008061469
143,17.333151571587553,1008.1657998094789,1552.4346136545455,2.532855088167555,0.5228550834672442
144,17.317716918692888,1009.3364019626506,1553.227608807684,2.534907240401255,0.5204996888555827
145,17.189906534859674,1007.4827387618462,1556.0057766912462,2.54052253330431,0.5116217956655987
146,17.148188762117297,1009.2636817966356,1558.5185707765993,2.5614190380187303,0.5113663358959494
147,17.228097015728483,1007.1501290011971,1560.5361992867147,2.553470857452332,0.4994472648316052
148,17.248017853002985,1006.2529882714775,1561.608643256314,2.5392480827672186,0.48834803687687106
149,17.268821317437073,1007.9218305097144,1561.0205837483393,2.536709288795852,0.489454355777145
150,17.283218693083693,1005.8418211435003,1562.5185512308926,2.519643701159133,0.47528664462752024
151,17.186129380150724,1007.5278186942073,1562.659816126409,2.5298404208347387,0.4796679913123869
152,17.227770451535875,1010.950755997436,1562.1373273411466,2.554139485207864,0.493422617725495
153,17.163991158775406,1009.5684454708519,1561.0228170999517,2.5715787753660084,0.506152594360461
154,17.083896747564715,1007.5351743568837,1563.1144003055945,2.5818216737361475,0.5027629659162409
155,17.198006102318494,1007.8560706212251,1563.6743274860187,2.577084396608085,0.49834523935450503
156,17.149078031546534,1009.192085755817,1564.0125144747471,2.5882698632403622,0.5023056732480127
157,17.089195681257287,1007.5339797894038,1563.3793556156995,2.593654940152042,0.5072859583417546
158,17.225474355948467,1006.0297706733047,1562.161141328803,2.5707706232920104,0.501267281553136
159,17.341454265374146,1005.0581953032954,1561.2498684977534,2.532936334003879,0.48672251051567295
160,17.402597131020315,1001.9137696304583,1559.8857601217792,2.4767601939930497,0.46493661136367626
161,17.326911365048744,999.0127607721996,1558.122843317281,2.425142559172011,0.4472630093277704
162,17.323368736146854,1000.9920543934402,1555.7096115408865,2.3996732809187855,0.44516380934413624
163,17.32602867427475,999.6347790129661,1552.0860684460833,2.371460869349886,0.4473158024277654
164,17.269673346965085,994.7767014636858,1548.925543505356,2.325896427819937,0.44052350102953036
165,17.27693732792064,997.2614461854738,1544.5304624944774,2.3068604556497667,0.4515318626486844
166,17.36248292578193,998.4453525960781,1539.1576788049836,2.2896696851130285,0.4682498924729538
167,17.355952588784216,1001.7938120675958,1535.2422352357519,2.2992419947907,0.48991110339705113
168,17.301136171054385,999.6340164722839,1531.6644448773948,2.2992110671877644,0.5061409486203596
169,17.166166736792583,999.3054593357422,1528.3653670619917,2.313960075385176,0.527401165004749
170,17.19478563191365,1001.2093240057146,1527.0386297298937,2.3337290092165155,0.5420018690197971
171,17.365373288858912,1001.800981036177,1526.8662276331302,2.3311765490326377,0.5416668194484415
172,17.28134043563156,998.9105931764643,1527.5439521834248,2.3209382513487613,0.5341367690398058
173,17.219914395265132,1000.3915798357175,1527.3897578219119,2.3305132804232733,0.5389983973872197
174,17.21417658299745,1001.1138981791173,1527.4381511044992,2.3430881763391707,0.544314793325049
175,17.18330895275929,998.2180446077707,1527.8574095519396,2.3376683853141023,0.5400133512352647
176,17.098266159994804,994.1074374693782,1527.820427889669,2.317856026639971,0.5315511404701505
177,17.233874837432655,991.3277773005409,1526.9354415724085,2.267997673532328,0.5148286768437125
178,17.37249062294565,988.7926017750377,1525.4817182047536,2.200998255149246,0.49602034979845344
