step,temp,fuel,u_mpc,u_rl_residual,error
176,1439.4999603839306,17.456052121030474,17.48792568694272,-0.03187356591224671,-10.500039616069444
177,1439.489891939503,17.456125487578223,17.487983112228225,-0.031857624650001526,-10.510108060497032
178,1439.4796326970622,17.45621135737849,17.488055514359004,-0.03184415698051453,-10.520367302937757
179,1439.4694561438566,17.456306498867605,17.488139813763233,-0.031833314895629884,-10.530543856143368
180,1439.459612492483,17.456407880090985,17.48823305299214,-0.03182517290115357,-10.540387507516925
181,1439.4503244923758,17.456512495495307,17.488332220531927,-0.031819725036621095,-10.549675507624215
182,1439.4417835934003,17.456617425825733,17.488434331562658,-0.031816905736923216,-10.55821640659974
183,1439.4341479916259,17.456720031385217,17.488536612276825,-0.03181658089160919,-10.565852008374122
184,1439.427540868155,17.456817909137673,17.488636474863952,-0.03181856572628022,-10.572459131845108
185,1439.4220503422105,17.456908957421714,17.488731594145232,-0.03182263672351837,-10.577949657789532
186,1439.4177293455007,17.456991403318618,17.488819943882202,-0.03182854056358338,-10.582270654499325
187,1439.4145974022008,17.457063814667627,17.488899787930414,-0.031835973262786865,-10.585402597799202
188,1439.412642869066,17.45712511896296,17.48896976172133,-0.03184464275836945,-10.587357130933924
189,1439.4118251695766,17.457174655317143,17.489028885482625,-0.03185423016548157,-10.58817483042344
190,1439.4120783354492,17.45721206945916,17.48907649797936,-0.03186442852020264,-10.587921664550777
191,1439.4133137749138,17.457237336658412,17.489112273477488,-0.03187493681907654,-10.586686225086169
192,1439.4154254152552,17.457250777566745,17.48913623162539,-0.03188545405864716,-10.584574584744814
193,1439.4182933726818,17.45725293486999,17.489148658808933,-0.03189572393894196,-10.581706627318226
194,1439.4217875935353,17.457244569824915,17.489150080846528,-0.031905511021614076,-10.578212406464672
195,1439.4257723452718,17.457226754858663,17.489141352608375,-0.03191459774971008,-10.574227654728247
196,1439.4301099393244,17.45720065381184,17.489123465081597,-0.03192281126976013,-10.569890060675561
197,1439.43466428949,17.457167507745314,17.489097519256163,-0.031930011510849,-10.565335710509999
198,1439.439304217869,17.457128737445125,17.489064834590206,-0.03193609714508057,-10.560695782131006
199,1439.443906336445,17.457085739301927,17.48902673594881,-0.031940996646881104,-10.556093663554975
200,1439.4483575593483,17.45703993582804,17.488984613061735,-0.031944677233695984,-10.551642440651676
201,1439.4525574469367,17.456992665421602,17.488939804327128,-0.03194713890552521,-10.54744255306332
202,1439.4564195597168,17.45694530289428,17.488893720319435,-0.03194841742515564,-10.543580440283222
203,1439.4598724864734,17.45689893992008,17.488847503376615,-0.031948563456535344,-10.540127513526613
204,1439.462860702223,17.456854701436555,17.488802367843185,-0.03194766640663147,-10.537139297777003
205,1439.465344481439,17.456813561451437,17.48875939203501,-0.031945830583572386,-10.534655518561067
206,1439.467299591001,17.456776341063684,17.488719507319633,-0.03194316625595093,-10.532700408999062
207,1439.46871733785,17.456743649964565,17.48868345451855,-0.031939804553985596,-10.531282662150034
208,1439.4696031231247,17.456715911767503,17.488651800296328,-0.031935888528823855,-10.53039687687533
209,1439.4699750221077,17.456693509717695,17.488625064988845,-0.03193155527114868,-10.530024977892253
210,1439.4698630088428,17.456676614098647,17.488603561930756,-0.03192694783210755,-10.530136991157178
211,1439.4693069155426,17.45666522084552,17.48858742116767,-0.031922200322151185,-10.530693084457425
212,1439.4683548125463,17.45665918006267,17.48857662393417,-0.031917443871498107,-10.531645187453705
213,1439.4670608607148,17.456658214334503,17.488571017984405,-0.031912803649902344,-10.53293913928519
214,1439.465484120865,17.456661988940343,17.488570369925604,-0.03190838098526001,-10.534515879134915
215,1439.4636855920055,17.456670035462608,17.488574312668074,-0.03190427720546723,-10.536314407994496
216,1439.4617274048499,17.456681806436073,17.488582376232635,-0.031900569796562195,-10.538272595150147
217,1439.459671082899,17.456696725747374,17.48859404113033,-0.03189731538295746,-10.540328917101078
218,1439.4575760756586,17.456714228159186,17.48860879576802,-0.031894567608833316,-10.542423924341392
219,1439.455498109759,17.45673365029539,17.48862600359167,-0.03189235329627991,-10.544501890241008
220,1439.4534879064345,17.45675434521965,17.488645038526574,-0.031890693306922915,-10.546512093565525
221,1439.4515910035454,17.456775698478456,17.488665277178523,-0.03188957870006561,-10.548408996454555
222,1439.4498467018043,17.456797147771987,17.488686148306996,-0.03188900053501129,-10.55015329819571
223,1439.4482873698025,17.456818088597434,17.488707023567336,-0.03188893496990204,-10.551712630197471
224,1439.4469381351485,17.456838078794735,17.48872741609599,-0.031889337301254275,-10.553061864851543
225,1439.4458167852717,17.456856653725897,17.48874682549218,-0.03189017176628113,-10.554183214728255
226,1439.4449342134062,17.4568735072878,17.488764883067905,-0.03189137578010559,-10.555065786593786
227,1439.4442943952702,17.456888293892316,17.488781189590863,-0.03189289569854736,-10.555705604729837
228,1439.4438947780905,17.456900826918382,17.48879549287488,-0.0318946659564972,-10.556105221909547
229,1439.4437269580687,17.456910906111958,17.488807527100803,-0.031896620988845825,-10.556273041931263
230,1439.4437776333268,17.456918516468317,17.4888172116988,-0.03189869523048401,-10.556222366673182
231,1439.4440288651874,17.45692365670105,17.488824497698747,-0.031900840997695926,-10.55597113481258
232,1439.4444589802658,17.45692638730788,17.48882937407279,-0.03190298676490784,-10.555541019734164
233,1439.445043485299,17.45692681340423,17.488831898252634,-0.03190508484840393,-10.554956514700962
234,1439.4457560228777,17.456925103775408,17.48883218537941,-0.031907081604003906,-10.554243977122269
235,1439.4465686784035,17.456921467518168,17.488830405806855,-0.03190893828868866,-10.553431321596463
236,1439.4474534463504,17.456916144891032,17.48882675807024,-0.03191061317920685,-10.552546553649563
237,1439.4483824313766,17.45690938746725,17.48882147288118,-0.031912085413932804,-10.551617568623442
238,1439.4493290960925,17.45690150174838,17.488814826938924,-0.03191332519054413,-10.55067090390753
239,1439.4502681477722,17.45689273725695,17.488807063805528,-0.03191432654857636,-10.549731852227751
240,1439.4511765809002,17.45688339485599,17.48879847242309,-0.031915077567100526,-10.54882341909979
241,1439.4520335581587,17.45687373426434,17.488789315490692,-0.031915581226348876,-10.547966441841254
242,1439.4528214553216,17.456864046910503,17.488779887417056,-0.031915840506553654,-10.547178544678445
243,1439.453525762357,17.456854593410082,17.488770460738724,-0.0319158673286438,-10.546474237642997
244,1439.4541351761893,17.456845555064692,17.488761237618938,-0.031915682554245,-10.545864823810689
245,1439.4546415922873,17.456837171456424,17.488752478501407,-0.03191530704498291,-10.545358407712683
246,1439.4550401487227,17.456829578211053,17.488744342853767,-0.031914764642715455,-10.544959851277326
247,1439.4553291046477,17.45682293471957,17.488737013908867,-0.03191407918930054,-10.544670895352283
248,1439.4555095865564,17.45681726592529,17.48873054343212,-0.03191327750682831,-10.544490413443555
249,1439.455585257549,17.456812663538457,17.488725061876774,-0.031912398338317875,-10.544414742450954
250,1439.4555623003669,17.456809180393673,17.488720636978602,-0.03191145658493042,-10.544437699633136
251,1439.4554487221633,17.4568068468985,17.488717337888183,-0.03191049098968506,-10.544551277836717
252,1439.4552542866634,17.456805588946093,17.488715108380067,-0.03190951943397522,-10.544745713336624
253,1439.4549899337674,17.456805383823262,17.488713955543385,-0.03190857172012329,-10.545010066232635
254,1439.454667700838,17.456806162223973,17.48871383093373,-0.03190766870975494,-10.545332299162055
255,1439.4543002232008,17.456807779657098,17.488714604961128,-0.031906825304031376,-10.54569977679921
256,1439.4539000933098,17.456810209213288,17.488716280518563,-0.031906071305274966,-10.546099906690188
257,1439.453480021295,17.456813246326753,17.488718653040237,-0.03190540671348572,-10.546519978704964
258,1439.4530520978026,17.45681684241404,17.488721682883398,-0.03190484046936035,-10.546947902197417
259,1439.4526278817405,17.456820836694863,17.488725227149157,-0.031904390454292296,-10.547372118259545
260,1439.4522175132327,17.456825075547044,17.488729132215326,-0.031904056668281555,-10.547782486767346
261,1439.4518301471264,17.45682943169162,17.48873325590179,-0.03190382421016693,-10.54816985287357
262,1439.4514737583663,17.45683378564303,17.488737496604372,-0.03190371096134186,-10.548526241633681
263,1439.451155106549,17.456838054805534,17.488741750865714,-0.03190369606018067,-10.548844893450905
264,1439.4508791990909,17.45684211080333,17.488745884349548,-0.03190377354621887,-10.549120800909122
265,1439.4506497705108,17.456845900820017,17.488749847219704,-0.03190394639968872,-10.549350229489164
266,1439.4504691463787,17.456849339800474,17.488753530579206,-0.0319041907787323,-10.549530853621263
267,1439.4503379274258,17.456852340479617,17.48875683822227,-0.031904497742652894,-10.549662072574165
268,1439.4502559130524,17.456854901127482,17.488759756498002,-0.03190485537052155,-10.549744086947612
269,1439.4502211954266,17.456856984984793,17.488762242686665,-0.03190525770187378,-10.549778804573407
270,1439.45023126608,17.456858541518567,17.48876422241342,-0.031905680894851685,-10.549768733920018
271,1439.4502825038035,17.456859614155295,17.488765736124517,-0.031906121969223024,-10.549717496196536
272,1439.450370384348,17.456860175912166,17.48876673895576,-0.03190656304359436,-10.549629615652066
273,1439.4504898187524,17.45686029606751,17.488767288264548,-0.03190699219703674,-10.54951018124757
274,1439.450635328326,17.456859980790462,17.488767378299084,-0.03190739750862122,-10.549364671674084
275,1439.450801342181,17.456859250137896,17.488767029116243,-0.03190777897834778,-10.549198657819034
276,1439.4509820039298,17.456858154837715,17.48876627654277,-0.03190812170505524,-10.549017996070233
277,1439.451171742116,17.456856775904193,17.48876519563247,-0.03190841972827912,-10.548828257883997
278,1439.4513651022478,17.456855138443235,17.488763811491253,-0.03190867304801941,-10.548634897752208
279,1439.4515568233867,17.456853372392814,17.488762248096627,-0.031908875703811644,-10.548443176613318
280,1439.4517423524778,17.45685147846738,17.48876050914327,-0.031909030675888066,-10.548257647522178
281,1439.4519176031108,17.456849543816997,17.48875867582078,-0.03190913200378418,-10.548082396889185
282,1439.4520788451046,17.456847591058427,17.488756779686625,-0.031909188628196715,-10.547921154895448
283,1439.4522232308198,17.456845671211713,17.488754868780607,-0.03190919756889343,-10.547776769180246
284,1439.4523483264747,17.456843847927953,17.488753009734058,-0.03190916180610657,-10.547651673525252
285,1439.4524526079688,17.45684210786504,17.48875119218511,-0.03190908432006836,-10.54754739203122
286,1439.4525350372674,17.456840555718085,17.488749532749793,-0.031908977031707766,-10.547464962732647
287,1439.452595065286,17.456839153620557,17.48874799356158,-0.03190883994102478,-10.547404934713995
288,1439.452632750739,17.456837960604236,17.48874663961272,-0.03190867900848389,-10.547367249261015
289,1439.4526488945178,17.456837007752767,17.488745501986852,-0.03190849423408509,-10.547351105482221
290,1439.4526446066266,17.456836290976746,17.488744594475968,-0.0319083034992218,-10.547355393373437
291,1439.4526218513313,17.45683580569052,17.48874390951418,-0.031908103823661806,-10.547378148668713
292,1439.452582547958,17.456835524728366,17.488743428876468,-0.03190790414810181,-10.547417452042055
293,1439.4525290607755,17.456835460698045,17.488743174111285,-0.031907713413238524,-10.547470939224468
294,1439.452463750364,17.45683559537384,17.48874312401268,-0.03190752863883972,-10.547536249636096
295,1439.452389105968,17.45683591247372,17.488743274219555,-0.031907361745834355,-10.547610894032005
296,1439.4523078027198,17.456836422368344,17.488743623181637,-0.03190720081329346,-10.547692197280185
297,1439.4522221722063,17.456837057748782,17.488744127431858,-0.031907069683074954,-10.547777827793652
298,1439.452134902556,17.45683781861784,17.48874476611139,-0.03190694749355316,-10.547865097443946
299,1439.4520481030959,17.456838622242525,17.488745483309344,-0.03190686106681824,-10.547951896904124
300,1439.4519639330001,17.45683949751268,17.48874628407369,-0.03190678656101227,-10.548036066999884
301,1439.4518844058387,17.456840373205353,17.488747109102416,-0.03190673589706421,-10.548115594161345
302,1439.4518112106825,17.456841281600752,17.48874799365596,-0.0319067120552063,-10.548188789317464
303,1439.4517457568772,17.45684220004434,17.488748912099545,-0.0319067120552063,-10.548254243122756
304,1439.451688967517,17.456843004476696,17.488749731433064,-0.031906726956367495,-10.54831103248307
