step,temperature,error
158,1449.8702852074816,-0.12971479251837081
159,1449.9120829579686,-0.08791704203144945
160,1449.9309821263698,-0.0690178736301732
161,1449.8501373236636,-0.14986267633639727
162,1449.9394015850353,-0.06059841496471563
163,1449.9621357811534,-0.0378642188466074
164,1449.8758785427851,-0.12412145721486922
165,1449.8594791397431,-0.1405208602568564
166,1449.8413982228137,-0.1586017771862771
167,1449.7879011352006,-0.21209886479937268
168,1449.8293710533844,-0.17062894661557948
169,1449.8257515367873,-0.17424846321273435
170,1449.9041878169085,-0.09581218309153883
171,1450.0121451751018,0.012145175101750283
172,1449.9955119445312,-0.004488055468755192
173,1450.0771235794998,0.07712357949981197
174,1450.072569676626,0.0725696766260171
175,1450.0760541884883,0.07605418848834233
176,1450.060206502405,0.06020650240498071
177,1450.062365370217,0.062365370217094096
178,1450.07478736437,0.07478736436996769
179,1450.0632929784917,0.06329297849174509
180,1450.0954058060304,0.09540580603038507
181,1450.0565120752062,0.056512075206228474
182,1450.008630852904,0.008630852903934283
183,1450.057087451008,0.0570874510081012
184,1450.0627975796356,0.06279757963557131
185,1450.0106578234527,0.010657823452675075
186,1449.9801655406077,-0.019834459392313875
187,1449.972003349371,-0.027996650628892894
188,1449.9602024493404,-0.03979755065961399
189,1449.968570713861,-0.03142928613897311
190,1449.9273433912572,-0.07265660874281821
191,1449.9601839632692,-0.039816036730826454
192,1450.0300501730012,0.030050173001200164
193,1450.0148387351753,0.014838735175317197
194,1450.0349758914165,0.0349758914164795
195,1450.0379348908007,0.03793489080067047
196,1450.0779727943368,0.0779727943368016
197,1450.1647470070184,0.1647470070183772
198,1450.1106098418943,0.11060984189430201
199,1450.1492948659618,0.1492948659617923
200,1450.1570042184132,0.15700421841324896
201,1450.074011303302,0.07401130330208616
202,1450.081921308142,0.08192130814200027
203,1450.0112786760194,0.011278676019401246
204,1450.0035579163975,0.003557916397539884
205,1450.0126844377785,0.012684437778489155
206,1450.0542201534088,0.05422015340877806
207,1450.0423506999502,0.04235069995024787
208,1450.044544992592,0.04454499259190925
209,1450.0128425349328,0.012842534932815397
210,1449.981038022108,-0.018961977892104187
211,1449.9728457804745,-0.02715421952552788
212,1449.9645032488218,-0.03549675117824336
213,1449.9736256647548,-0.02637433524523658
214,1449.9139522024232,-0.086047797576839
215,1449.8832956982167,-0.11670430178332936
216,1449.9064813510488,-0.09351864895120343
217,1449.7938776113704,-0.2061223886296375
218,1449.9389555006208,-0.06104449937924983
219,1449.999369007777,-0.0006309922230229859
220,1449.9981054522118,-0.0018945477881970874
221,1450.0651104357048,0.06511043570480979
222,1450.0093971678996,0.009397167899578562
223,1450.0402245811583,0.040224581158327055
224,1450.0729890422024,0.07298904220238
225,1450.1050026579553,0.1050026579553105
226,1450.0909718710311,0.09097187103111537
227,1450.0590586430553,0.059058643055323046
228,1450.1306542340799,0.1306542340798842
229,1450.1082796867408,0.10827968674084332
230,1450.0893970686268,0.08939706862679486
231,1450.1301872315237,0.13018723152367784
232,1450.1153292162442,0.11532921624416304
233,1450.2041144341624,0.20411443416242037
234,1450.2478388857028,0.24783888570277668
235,1450.2956366110084,0.29563661100837635
236,1450.2536023622445,0.25360236224446453
237,1450.2137450526436,0.21374505264361687
238,1450.1845487503583,0.1845487503583172
239,1450.1514288455114,0.15142884551141833
240,1450.1632473924674,0.16324739246738318
241,1450.1861857160543,0.1861857160542968
242,1450.2512200227313,0.2512200227313315
243,1450.2573936626309,0.25739366263087504
244,1450.2062355179307,0.20623551793073602
245,1450.2018240005916,0.2018240005916141
246,1450.197688221685,0.19768822168498446
247,1450.1601415684052,0.1601415684051517
248,1450.1095824799977,0.1095824799976981
249,1450.1099733788278,0.10997337882781721
250,1450.1033305861988,0.1033305861988083
251,1450.0579338613054,0.05793386130540057
252,1449.975765629609,-0.024234370391013726
253,1449.8825472509316,-0.11745274906843406
254,1449.8476934153598,-0.15230658464020053
255,1449.9171912132008,-0.08280878679920534
256,1449.8565434902152,-0.14345650978475533
257,1449.7942248454258,-0.20577515457421214
258,1449.6957367262821,-0.3042632737178792
259,1449.7005710091369,-0.29942899086313446
260,1449.7676969124152,-0.23230308758479623
261,1449.7512662783045,-0.24873372169554386
262,1449.750525206887,-0.24947479311299503
263,1449.741221245441,-0.258778754558989
264,1449.7504294540497,-0.2495705459502915
265,1449.774508459931,-0.22549154006901517
266,1449.7978391826935,-0.20216081730654878
267,1449.8698373393274,-0.13016266067256765
268,1449.8056630780807,-0.19433692191933005
269,1449.7978643035638,-0.20213569643624396
270,1449.8427858769708,-0.15721412302923454
271,1449.9072612728949,-0.09273872710514297
272,1449.9836858569754,-0.016314143024601435
273,1449.898939313134,-0.10106068686604885
274,1449.8804880682317,-0.1195119317683293
275,1449.9452269072303,-0.0547730927696648
276,1449.9357242101055,-0.06427578989450922
277,1449.9478578861228,-0.05214211387715295
278,1450.0546711395011,0.054671139501124344
279,1450.0050192310093,0.005019231009327996
280,1449.905403493322,-0.09459650667804453
281,1449.9763057207279,-0.023694279272149288
282,1449.9320216408512,-0.06797835914881034
283,1449.9428634109954,-0.0571365890045854
284,1449.9323241886566,-0.06767581134340617
285,1449.8589366238418,-0.1410633761581721
286,1449.9015221679215,-0.09847783207851535
287,1449.7756887599842,-0.22431124001582248
288,1449.8012181840716,-0.19878181592844157
289,1449.830865490007,-0.1691345099930004
290,1449.7968235553965,-0.20317644460351403
291,1449.9049885747609,-0.09501142523913586
292,1449.9426798141153,-0.057320185884691455
293,1449.9442851290935,-0.05571487090651317
294,1450.0385857478982,0.03858574789819613
295,1450.0486016209902,0.048601620990211813
296,1450.1097539674583,0.10975396745834587
297,1450.202899952069,0.20289995206894673
298,1450.258110893008,0.2581108930080518
299,1450.2713576352605,0.2713576352605287
300,1450.2570893074349,0.25708930743485325
301,1450.266561088914,0.2665610889139316
302,1450.2856599316308,0.2856599316307893
303,1450.2380055533083,0.2380055533083123
304,1450.1773264007845,0.17732640078452278
305,1450.1819906174783,0.18199061747827727
306,1450.0741287021058,0.07412870210578149
307,1450.125239305699,0.1252393056990968
308,1450.1876892174926,0.1876892174925615
309,1450.1360190832984,0.13601908329837897
310,1450.0966541715482,0.09665417154815259
311,1449.992822793417,-0.007177206583037332
312,1449.9542372468359,-0.04576275316412648
313,1449.9489110049517,-0.05108899504830333
314,1449.9302074372777,-0.06979256272234124
315,1449.9444469288703,-0.055553071129679665
316,1449.9692794484222,-0.03072055157781506
317,1449.969680318889,-0.03031968111099559
318,1450.0374390346483,0.037439034648286906
319,1450.0039286547008,0.003928654700757761
320,1450.0237779162956,0.02377791629555759
321,1450.027641770483,0.027641770482887296
322,1450.0912294346974,0.09122943469742495
323,1450.091852364146,0.09185236414600695
324,1450.0771740316402,0.07717403164019743
325,1450.0242442750543,0.024244275054343234
326,1449.9890149454586,-0.010985054541379213
327,1449.9469075618142,-0.053092438185785795
328,1449.968860496191,-0.031139503809072266
329,1450.0276107472178,0.02761074721775003
330,1450.107054313857,0.10705431385690645
331,1450.05552919411,0.05552919411002222
332,1450.096257392242,0.09625739224202334
333,1450.097496761467,0.09749676146702768
334,1450.0424456618032,0.04244566180318543
335,1450.0592578919247,0.0592578919247444
336,1450.0733836011898,0.07338360118978926
337,1450.0486205592858,0.04862055928583686
338,1450.0876119963843,0.08761199638433936
339,1450.0338124183443,0.033812418344268735
340,1450.0771691410312,0.07716914103116324
341,1450.0651324269545,0.06513242695450572
342,1450.0757057679893,0.0757057679893478
343,1450.1254423157443,0.12544231574429432
344,1450.133867527795,0.13386752779501876
345,1450.0633482291644,0.06334822916437588
346,1449.9457354593783,-0.05426454062171615
347,1450.0391527962272,0.03915279622719936
348,1450.0751516449664,0.07515164496635407
349,1450.1008188499516,0.10081884995156543
350,1450.061702687041,0.06170268704090631
351,1449.99376898166,-0.006231018340031369
352,1449.9853241120495,-0.014675887950488686
353,1449.9250790500153,-0.07492094998474386
354,1449.9447519727973,-0.05524802720265143
355,1449.966324518349,-0.033675481651016526
356,1449.8281953454655,-0.17180465453452598
357,1449.8293370423594,-0.1706629576406158
358,1449.8092294004473,-0.1907705995527067
359,1449.7958052866124,-0.20419471338755102
360,1449.7724149407875,-0.22758505921251526
361,1449.735977541319,-0.2640224586809836
362,1449.66449299635,-0.3355070036500365
363,1449.7298621871932,-0.27013781280675175
364,1449.8056857254992,-0.19431427450081173
365,1449.8928938565566,-0.10710614344338865
366,1449.9539048371748,-0.04609516282516779
367,1449.971811122812,-0.028188877188085826
368,1449.9572632912377,-0.042736708762276976
369,1450.016768558787,0.016768558786907306
370,1450.004104499557,0.004104499556888186
371,1450.0677945844543,0.06779458445430464
372,1450.107376692966,0.10737669296599961
373,1449.982572235287,-0.01742776471292018
374,1450.0596868768864,0.05968687688641694
375,1450.0220853102462,0.02208531024621152
376,1449.9889324937965,-0.011067506203517041
377,1450.0046666537569,0.004666653756885353
378,1449.939463242301,-0.060536757699082955
379,1449.9504270291147,-0.04957297088526502
380,1449.8706039990645,-0.12939600093545778
381,1449.8134149805815,-0.1865850194185441
382,1449.8010117896883,-0.19898821031165426
383,1449.798412469116,-0.20158753088389858
384,1449.7665346691533,-0.23346533084668408
385,1449.7498725024723,-0.25012749752772834
386,1449.7507639311136,-0.2492360688863755
387,1449.747733046259,-0.25226695374090014
388,1449.754676660494,-0.2453233395060579
389,1449.796579290712,-0.20342070928791145
390,1449.7243953812979,-0.2756046187021184
391,1449.8105505644978,-0.1894494355021834
392,1449.9094055703636,-0.0905944296364396
393,1449.9270602566853,-0.07293974331469144
394,1449.9255214022123,-0.07447859778767452
395,1449.8582939995547,-0.14170600044531056
396,1449.880691024067,-0.11930897593310874
397,1449.828587024862,-0.1714129751380824
398,1449.8871303400383,-0.11286965996168874
399,1449.8276255576432,-0.17237444235684052
400,1449.810566131957,-0.1894338680428973
401,1449.8682679994208,-0.1317320005791771
402,1449.9056980089676,-0.09430199103235282
403,1449.8885096612626,-0.11149033873743974
404,1449.9109106784408,-0.08908932155918592
405,1449.9902922406307,-0.009707759369348423
406,1449.9955958925395,-0.004404107460459272
407,1449.976163212177,-0.023836787823029226
408,1449.9169683321516,-0.08303166784844507
409,1449.8567842805287,-0.14321571947129996
410,1449.8273676401716,-0.17263235982841252
411,1449.8690663067148,-0.13093369328521476
412,1449.9507167043396,-0.049283295660416115
413,1450.022193479938,0.02219347993809606
414,1449.952701806845,-0.04729819315502937
415,1449.9738201928667,-0.026179807133303257
416,1449.9541487231477,-0.045851276852317824
417,1449.950044763201,-0.049955236798950864
418,1449.9860864702703,-0.013913529729734364
419,1450.025269461443,0.025269461443031105
420,1450.0015961598024,0.0015961598023750412
421,1449.975422897045,-0.02457710295493598
422,1450.0319163919023,0.03191639190231399
423,1450.0431970637392,0.043197063739171426
424,1450.0952992678244,0.09529926782442999
425,1450.0530487248775,0.0530487248774989
426,1450.0905671644432,0.09056716444320045
427,1450.0624488684043,0.06244886840431718
428,1450.1122789584485,0.11227895844854174
429,1450.050720103759,0.05072010375897662
430,1449.9943508697945,-0.005649130205483743
431,1450.0131299538339,0.013129953833868058
432,1450.065825476684,0.06582547668404004
433,1450.052697516777,0.05269751677701606
434,1450.0953866224852,0.09538662248519358
435,1450.1432083115183,0.14320831151826496
436,1450.096901749244,0.09690174924389794
437,1450.0430045219357,0.04300452193569981
438,1449.9462256592833,-0.05377434071669995
439,1449.9633677642341,-0.03663223576586461
440,1450.0025178423352,0.0025178423352372192
441,1449.954371452826,-0.04562854717391929
442,1449.9284536405974,-0.07154635940264598
443,1449.9618169461169,-0.038183053883130924
444,1449.9235097620094,-0.07649023799058341
445,1449.9768651482555,-0.023134851744543994
446,1449.9448517905569,-0.055148209443132146
447,1449.9568472711062,-0.043152728893801395
448,1449.913879558007,-0.08612044199298907
449,1449.929266492299,-0.07073350770110665
450,1449.950236603299,-0.04976339670110974
451,1449.89518206812,-0.10481793188000665
452,1449.8382636457607,-0.16173635423933774
453,1449.8649528120397,-0.13504718796025372
454,1449.8729654970969,-0.12703450290314322
455,1449.893072597802,-0.1069274021979254
456,1449.9229466589227,-0.07705334107731687
457,1449.9681148814152,-0.031885118584796146
458,1449.9401097328505,-0.05989026714951251
459,1449.9149958316716,-0.08500416832839619
460,1449.8306712271442,-0.16932877285580616
461,1449.8931722515977,-0.10682774840233833
462,1449.9779631768183,-0.02203682318167921
463,1450.0498961798403,0.049896179840288823
464,1450.134685187772,0.1346851877719928
465,1450.1286480418119,0.12864804181185718
466,1450.1735861611753,0.173586161175308
467,1450.0991175885351,0.09911758853513675
468,1450.0556186907404,0.0556186907404026
469,1450.0215400646337,0.021540064633654765
470,1450.0462582815328,0.04625828153280054
471,1450.110314410709,0.11031441070895198
472,1450.1428092542033,0.1428092542032573
473,1450.0752476035461,0.07524760354613136
474,1450.1641006440013,0.16410064400133706
475,1450.070642595927,0.07064259592698363
476,1450.0024973977338,0.0024973977338049735
477,1450.0331985916691,0.03319859166913375
478,1449.9501533671184,-0.04984663288155389
479,1449.992074397136,-0.007925602863906533
480,1450.0078988085997,0.007898808599748008
481,1450.0083090944956,0.008309094495643876
482,1450.0379006043313,0.03790060433129838
483,1450.0073900181078,0.007390018107798824
484,1450.0025716236275,0.002571623627545705
485,1450.0340306128344,0.034030612834385465
486,1450.0281404771224,0.028140477122406082
487,1450.058013271561,0.05801327156109437
488,1450.117312699024,0.11731269902406893
489,1450.1189369213475,0.11893692134754019
490,1450.0840588937065,0.08405889370646946
491,1450.0081228900708,0.008122890070808353
492,1449.940322711906,-0.05967728809400796
493,1449.906995347186,-0.09300465281398829
494,1449.8669041651403,-0.1330958348596596
495,1449.9005462521677,-0.09945374783228544
496,1449.9060330277973,-0.09396697220267924
497,1449.9226192180977,-0.07738078190232045
498,1449.9328034325752,-0.06719656742484403
499,1449.9419161393264,-0.05808386067360516
500,1449.9539141359876,-0.04608586401241155
501,1449.9825733943646,-0.017426605635364467
502,1449.9600131746668,-0.03998682533324427
503,1449.8919233412234,-0.10807665877655381
504,1449.8909989864912,-0.10900101350875957
505,1449.9138739038149,-0.08612609618512579
506,1450.0252461014834,0.025246101483389793
507,1450.01338142787,0.013381427869944673
508,1449.9293088109346,-0.07069118906542826
509,1449.847009037303,-0.15299096269700385
510,1449.9939696300182,-0.00603036998177231
511,1449.974968623441,-0.025031376558899865
512,1450.0593571453437,0.05935714534371073
513,1450.0636397517264,0.06363975172644132
514,1450.1405590151273,0.14055901512733726
515,1450.1528516358335,0.1528516358334855
516,1450.196691488541,0.19669148854109153
517,1450.2440625004538,0.2440625004537651
518,1450.2882516389225,0.28825163892247474
519,1450.2424073861387,0.24240738613866597
520,1450.1917595780308,0.19175957803076926
521,1450.1388857912484,0.13888579124841272
522,1450.0700625794484,0.070062579448404
523,1450.0834835547637,0.08348355476368852
524,1450.1180758043333,0.11807580433332987
525,1450.1257683288836,0.12576832888362333
526,1450.1071830712256,0.10718307122556325
527,1450.0732196052938,0.07321960529384341
528,1450.0846464262952,0.08464642629519403
529,1450.197262628509,0.19726262850895182
530,1450.2286524474043,0.228652447404329
531,1450.2355325168255,0.2355325168255149
532,1450.1669690855676,0.16696908556764356
533,1450.1493948430905,0.14939484309047657
534,1450.1496209697725,0.1496209697725135
535,1450.1052207297953,0.10522072979529185
536,1450.0686262647373,0.06862626473730415
537,1450.0873229289975,0.08732292899753702
538,1450.1510168557797,0.15101685577974422
539,1450.1910306897998,0.19103068979984528
540,1450.180142807509,0.18014280750890066
541,1450.1439403115291,0.14394031152914977
542,1450.1190787409723,0.11907874097232707
543,1450.1251043250138,0.1251043250138082
544,1450.0783694346487,0.07836943464872093
545,1450.062470037839,0.06247003783892069
546,1450.0150810246296,0.015081024629580497
547,1450.023623803996,0.0236238039960881
548,1449.984458776099,-0.015541223900982004
549,1450.0144727465195,0.014472746519459179
550,1449.8649102884747,-0.13508971152532467
551,1449.9039671588803,-0.09603284111972243
552,1449.8894900540818,-0.11050994591823837
553,1449.8083359252369,-0.19166407476313907
554,1449.841264102981,-0.15873589701891433
555,1449.8160374126567,-0.1839625873433306
556,1449.8386582481317,-0.1613417518683491
557,1449.8493746876848,-0.1506253123152419
558,1449.7829449805374,-0.21705501946257755
559,1449.7941111094628,-0.2058888905371532
560,1449.7893777571742,-0.21062224282582065
561,1449.8005908144983,-0.19940918550173592
562,1449.8432499766277,-0.1567500233722967
563,1449.8733222132212,-0.1266777867788278
564,1449.9451543484026,-0.05484565159736121
565,1449.9487478291007,-0.05125217089926082
566,1449.8509811347087,-0.14901886529128205
567,1449.9451643658088,-0.05483563419124948
568,1449.9341649629305,-0.06583503706951888
569,1450.0131731585323,0.013173158532254092
570,1450.040063842145,0.04006384214494574
571,1450.0101494001678,0.010149400167847489
572,1449.9922949331947,-0.007705066805328897
573,1449.9861917383482,-0.013808261651774956
574,1449.9819398724808,-0.01806012751922026
575,1450.0534649439742,0.053464943974177004
576,1450.0760285789802,0.07602857898018556
577,1450.0769560173096,0.07695601730961243
578,1450.1010894610752,0.10108946107516203
579,1450.146323338494,0.14632333849408496
580,1450.1184259038816,0.11842590388164353
581,1450.1042047582953,0.10420475829528186
582,1450.0848686839104,0.08486868391037206
583,1450.0582401588683,0.05824015886832967
584,1450.0876186592227,0.08761865922269862
585,1450.0850941803426,0.08509418034259397
586,1450.1019694632896,0.10196946328960621
587,1450.0632130915399,0.06321309153986476
588,1450.0356084089176,0.035608408917596535
589,1449.8925848668175,-0.10741513318248508
590,1449.8566858854188,-0.1433141145812442
591,1449.8757666916438,-0.12423330835622437
592,1449.810624709356,-0.18937529064396585
593,1449.8345900800211,-0.16540991997885612
594,1449.8132280537495,-0.18677194625047377
595,1449.8707119354742,-0.129288064525781
596,1449.8986929611672,-0.10130703883282877
597,1449.9294515484066,-0.07054845159336764
598,1449.8620889583685,-0.13791104163146883
599,1449.888115493417,-0.11188450658301008
600,1449.9681525324895,-0.03184746751048806
601,1450.0154428984704,0.015442898470382715
602,1450.0083950076507,0.008395007650733533
603,1450.0051244068825,0.005124406882487165
604,1450.065201967765,0.06520196776500597
605,1450.0993367270994,0.09933672709939856
606,1450.1094925903387,0.10949259033873204
607,1450.0455049503264,0.04550495032640356
608,1449.971589705503,-0.02841029449700727
609,1449.988058748691,-0.011941251309053769
610,1449.9980932497097,-0.0019067502903453715
611,1449.9306715670516,-0.06932843294839586
612,1449.9174904028591,-0.08250959714087003
613,1449.9350626589421,-0.06493734105788462
614,1449.9858176632838,-0.014182336716203281
615,1450.028133498391,0.028133498391071043
616,1450.0824285613526,0.0824285613525717
617,1450.1969218606805,0.19692186068050432
618,1450.1752558563633,0.17525585636326468
619,1450.1207132549032,0.12071325490319396
620,1450.0627580318949,0.06275803189487306
621,1450.0313739682078,0.03137396820784488
622,1450.0684918733377,0.06849187333773443
623,1450.0571259851024,0.05712598510240241
624,1450.012404748083,0.012404748083099548
625,1450.03242209352,0.03242209351992642
626,1449.915351055503,-0.08464894449707572
627,1449.9170583979155,-0.08294160208447465
628,1449.9116094857313,-0.08839051426866718
629,1449.95050958612,-0.049490413879993866
630,1449.9502627481456,-0.04973725185436706
631,1449.8164288034766,-0.1835711965234168
632,1449.856387291235,-0.14361270876497656
633,1449.8920297348345,-0.10797026516547703
634,1449.8951179579217,-0.10488204207831586
635,1449.9422047494415,-0.057795250558456246
636,1450.0076292926612,0.007629292661249565
637,1450.0525603351741,0.052560335174121064
638,1449.9962382355886,-0.0037617644113652204
639,1449.9883231383642,-0.011676861635805835
640,1449.8974938467977,-0.10250615320228462
641,1449.919224899179,-0.0807751008210289
642,1449.898926836838,-0.10107316316202741
643,1449.9024356334025,-0.09756436659745304
644,1449.8776053321003,-0.1223946678996981
645,1449.949171203533,-0.050828796466930726
646,1449.9525610980988,-0.047438901901159625
647,1450.0182253889286,0.01822538892861303
648,1449.9788178615302,-0.02118213846983963
649,1449.9364184371566,-0.06358156284341021
650,1450.0022824608045,0.002282460804508446
651,1450.0685512374603,0.06855123746026948
652,1450.0523993480128,0.052399348012841074
653,1450.0905157082034,0.09051570820338384
654,1450.1046843535444,0.10468435354437133
655,1450.125369681671,0.125369681670918
656,1450.0156338530567,0.015633853056669977
657,1449.9721686265416,-0.02783137345841169
658,1449.8986518050776,-0.10134819492236602
659,1449.9549098788698,-0.045090121130215266
660,1449.9411231605552,-0.058876839444792495
661,1450.0131198196825,0.013119819682515299
662,1449.9696348194957,-0.03036518050430459
663,1449.9191017513183,-0.08089824868170581
664,1449.8255744939306,-0.17442550606938312
665,1449.9136491510994,-0.08635084890056532
666,1449.9148139003105,-0.08518609968950841
667,1449.9251841263078,-0.07481587369215958
668,1449.9284654700539,-0.07153452994612053
669,1449.9510990142287,-0.0489009857712972
670,1449.9136888965932,-0.08631110340684245
671,1449.879477729951,-0.12052227004892302
672,1449.8876344360538,-0.11236556394624131
673,1449.8924132498712,-0.10758675012880303
674,1449.9747307886462,-0.02526921135381599
675,1449.9530972766738,-0.04690272332618406
676,1449.9658107305343,-0.034189269465741745
677,1449.9556862801398,-0.0443137198601562
678,1450.0068640470538,0.00686404705379573
679,1450.1035010716794,0.10350107167937495
680,1450.0524413799276,0.05244137992758624
681,1450.0566397602709,0.05663976027085482
682,1450.1130029947692,0.11300299476920372
683,1450.1387494643366,0.13874946433656987
684,1450.0687157994257,0.0687157994257177
685,1450.117355277501,0.11735527750101937
686,1450.1925871774538,0.19258717745378817
687,1450.1490009850904,0.14900098509042436
