Step,Target_Temp,Temperature,Fuel,Fan,O2,Efficiency,Error
55,1300.0,1448.717029283357,18.382259995947106,950.0808415292881,2.3369571803811144,0.9307800328244618,148.71702928335708
56,1300.0,1448.593048285836,18.38424771028709,950.0824080286661,2.335419717717775,0.9305559752289457,148.59304828583595
57,1300.0,1448.5435863862913,18.385560790757633,950.0837642923018,2.3340400097892275,0.9303546975760111,148.54358638629128
58,1300.0,1448.583997140739,18.38980593940475,950.0853009215215,2.332735841403857,0.9301642578227015,148.58399714073903
59,1300.0,1448.7147680939142,18.395390038652646,950.086751146725,2.3314691159916388,0.9299791166025333,148.71476809391424
60,1300.0,1448.6418975519068,18.397069509003295,950.0881513956177,2.330319831549815,0.929810996453653,148.64189755190682
61,1300.0,1448.6102150668773,18.40035762203331,950.0896919004324,2.3292392902358956,0.9296528077218984,148.61021506687734
62,1300.0,1448.4498219006207,18.3987708774113,950.0912195850235,2.328324668632453,0.9295188151463509,148.4498219006207
63,1300.0,1448.2772555911354,18.40907774884342,950.0926737618264,2.3272988712650715,0.9293684328093631,148.27725559113537
64,1300.0,1448.3862975015431,18.431736487249935,950.0940135371806,2.3259093063926572,0.9291645496138935,148.38629750154314
65,1300.0,1448.5716488748526,18.440114555736915,950.0954878249713,2.3245081271105676,0.9289587619451736,148.5716488748526
66,1300.0,1448.557173823119,18.440642606680708,950.0970946474035,2.3232657744192604,0.9287761328955814,148.557173823119
67,1300.0,1448.6932498112114,18.438341284982634,950.098635592884,2.32222393813331,0.9286228589414036,148.69324981121144
68,1300.0,1448.739434790864,18.421677037451982,950.100457547061,2.3216682325236824,0.9285410588846217,148.73943479086392
69,1300.0,1448.6446770275495,18.40709554937245,950.102107064378,2.3214959844984597,0.9285156975419206,148.6446770275495
70,1300.0,1448.6909179130098,18.40861166510371,950.1037272601977,2.3213137098154135,0.9284888566176098,148.6909179130098
71,1300.0,1448.901989732833,18.388402296549984,950.1054262745787,2.3215926166989775,0.9285299257823066,148.90198973283304
72,1300.0,1448.8927229420362,18.380205321726397,950.1072144055239,2.3220180012277782,0.928592548621022,148.89272294203624
73,1300.0,1449.107618071778,18.3644836953594,950.10875603981,2.3227356722575605,0.9286981585897573,149.107618071778
74,1300.0,1448.7366665042493,18.352693705814726,950.1103210870428,2.323625723824745,0.928829062595109,148.73666650424934
75,1300.0,1448.8478512088666,18.353196464136552,950.1118983416183,2.3244000215554146,0.9289428764102549,148.8478512088666
76,1300.0,1448.8565695820662,18.347679652506894,950.1133176955957,2.325203374409055,0.9290608962767712,148.8565695820662
77,1300.0,1448.8114464224245,18.325310246169334,950.1149068835535,2.3264005818036235,0.9292366543860149,148.81144642242452
78,1300.0,1448.821101087507,18.32792136618602,950.1163261828929,2.3273988522946927,0.9293830948302083,148.82110108750703
79,1300.0,1448.5396508582792,18.32846309733516,950.1176842452859,2.3282672142832967,0.9295103951757592,148.53965085827917
80,1300.0,1448.5054993098481,18.34386540468716,950.1190839386159,2.3286969558816364,0.9295733658374167,148.50549930984812
81,1300.0,1448.5518484309232,18.36129241858938,950.1206862636876,2.3286976694481654,0.9295734703815409,148.5518484309232
82,1300.0,1448.755115731517,18.367461932810233,950.1222242866127,2.328566128658838,0.9295541975477579,148.75511573151698
83,1300.0,1448.6785156549815,18.363716319676552,950.123590174393,2.3285335163012766,0.9295494190390075,148.67851565498154
84,1300.0,1448.5611551968257,18.364320314854297,950.1250712042199,2.3284935645085523,0.9295435649740482,148.56115519682567
85,1300.0,1448.486476993979,18.372609685498897,950.1263317402115,2.3282799094318323,0.9295122556869171,148.48647699397907
86,1300.0,1448.6099911161875,18.38146168374444,950.1277972654857,2.327901670625732,0.9294568165688019,148.60999111618753
87,1300.0,1448.6513328558992,18.38536950389526,950.1292900903717,2.3274859958095124,0.9293958734169379,148.65133285589923
88,1300.0,1448.5723560472536,18.3866506223487,950.1306998208582,2.327094226744971,0.9293384188916132,148.5723560472536
89,1300.0,1448.6390099837643,18.386639492031033,950.1320230417866,2.326751389123135,0.9292881274273823,148.63900998376425
90,1300.0,1448.6474103490903,18.388231672255177,950.1337154140626,2.3264173414513913,0.9292391137725318,148.64741034909025
91,1300.0,1448.777817069426,18.39304237008205,950.1352219739651,2.326021108589459,0.9291809610606923,148.77781706942596
92,1300.0,1448.6745665438684,18.376813545409195,950.1370481136896,2.326026486740226,0.92918175048726,148.67456654386842
93,1300.0,1448.6240615694562,18.376107830044987,950.1384538543133,2.326048316899386,0.9291849547752493,148.62406156945622
94,1300.0,1448.5646568430343,18.374331962988155,950.1397608475803,2.3261077298675814,0.9291936753190817,148.5646568430343
95,1300.0,1448.3551953201286,18.38330711347784,950.1411581330079,2.325967082747137,0.9291730307661231,148.3551953201286
96,1300.0,1448.3921119089916,18.404063361627433,950.1425568886318,2.3253957861601138,0.9290891535192304,148.39211190899164
97,1300.0,1448.4242151337621,18.41808203273046,950.1439462417834,2.324592124046078,0.9289711040224319,148.42421513376212
98,1300.0,1448.420586221337,18.428940399382856,950.1453745251486,2.3236526947072664,0.9288330280666517,148.4205862213371
99,1300.0,1448.3834100221522,18.44350701665618,950.1467848933016,2.32251443844597,0.9286656081826278,148.38341002215225
100,1300.0,1448.180897809369,18.448660898404135,950.1482521418627,2.321403929418729,0.9285021423597719,148.18089780936907
101,1300.0,1448.1176283903421,18.46198973009958,950.1497354205819,2.3201426567121115,0.9283163323309355,148.11762839034213
102,1300.0,1448.0652398187615,18.47526018375526,950.151426558636,2.3187507945699326,0.9281110968243809,148.06523981876148
103,1300.0,1447.9485349636905,18.485010721065017,950.1529341800804,2.317319494834663,0.9278998418861556,147.94853496369046
104,1300.0,1447.9212146246355,18.51335183980593,950.154485759376,2.315458000858749,0.9276247829297622,147.92121462463547
105,1300.0,1447.9729274249612,18.5345585193208,950.1560497045051,2.3133716825198554,0.9273160898454114,147.9729274249612
106,1300.0,1448.2319861675833,18.548259558383062,950.1573995701779,2.311247359866076,0.9270013263047658,148.23198616758327
107,1300.0,1448.251412693078,18.55560135608435,950.1589793538521,2.3092247733351687,0.9267012194003557,148.251412693078
108,1300.0,1448.2827175744974,18.55996553054465,950.1606872698324,2.307354899776864,0.9264234106470424,148.28271757449738
109,1300.0,1448.2676984714408,18.557448357688788,950.1625808232824,2.305764963351243,0.9261869205043604,148.26769847144078
110,1300.0,1447.9945927659521,18.5590216749357,950.164244596077,2.304334706222991,0.9259739685446559,147.99459276595212
111,1300.0,1447.9866349019464,18.577567411772396,950.1658901186504,2.3026871526888715,0.9257284141248232,147.98663490194645
112,1300.0,1447.9908160212367,18.59700637345153,950.1676951837951,2.300830960672474,0.9254514454749381,147.9908160212367
113,1300.0,1448.3315602171722,18.601853246524005,950.1695146034876,2.2990981251394302,0.9251925798880145,148.33156021717218
114,1300.0,1448.3006121050978,18.58508125947682,950.1714515482727,2.2979279164309188,0.9250175990586841,148.3006121050978
115,1300.0,1448.3389544300558,18.567032370997946,950.1733718614774,2.2972806478811796,0.924920756193916,148.33895443005576
116,1300.0,1448.3306943865828,18.551554929905155,950.1755606864581,2.2970406074953895,0.9248848315741336,148.33069438658276
117,1300.0,1448.164039898705,18.5521690965499,950.1772578421994,2.2968185427476455,0.9248515922345286,148.1640398987049
118,1300.0,1448.3212522365973,18.56179942024164,950.1789661662468,2.296421892243864,0.9247922084861445,148.32125223659727
119,1300.0,1448.4238336906842,18.543581014768467,950.1809020027246,2.296460339150245,0.9247979651548985,148.4238336906842
120,1300.0,1448.5319634245748,18.52529790854931,950.1827402658633,2.296884004442962,0.9248613912400125,148.53196342457477
121,1300.0,1448.4019981208412,18.513228902449434,950.1844325651449,2.297515368328158,0.9249558792313881,148.4019981208412
122,1300.0,1448.5958239147114,18.513679295511903,950.186175662585,2.2980636031856325,0.9250378950561735,148.59582391471145
123,1300.0,1448.3973232655158,18.49666294521306,950.1882175657711,2.2989109100955067,0.9251645946357634,148.39732326551575
124,1300.0,1448.477662478806,18.500263798647378,950.1898942258804,2.299581928485614,0.9252648839277832,148.477662478806
125,1300.0,1448.782600853486,18.501691901215352,950.1916307310287,2.300144204563029,0.9253488870387385,148.78260085348597
126,1300.0,1448.641876585595,18.488653868322572,950.1935073159733,2.3009193835411454,0.9254646469826029,148.6418765855949
127,1300.0,1448.560313641861,18.474081605816682,950.1951793048739,2.3019150196682165,0.9256132424696661,148.56031364186106
128,1300.0,1448.5717981063372,18.45489466351196,950.1970664530261,2.303204572650675,0.9258055600214423,148.57179810633716
129,1300.0,1448.4989099189218,18.456609626051115,950.1986528817944,2.3043046079722305,0.925969485034468,148.49890991892175
130,1300.0,1448.2796473989592,18.459971223612815,950.2002286520463,2.305202563241138,0.9261032083802139,148.27964739895924
131,1300.0,1448.2868372311793,18.470115921329523,950.2017890746428,2.3057774543390295,0.926188779409127,148.28683723117933
132,1300.0,1448.1354002066034,18.478525588358348,950.2033495486559,2.306105462582652,0.926237587986785,148.13540020660344
133,1300.0,1448.1988004781288,18.50198909470329,950.2048347249854,2.3058953355503364,0.9262063216957582,148.19880047812876
134,1300.0,1448.0671429981408,18.518801160416746,950.2064368373626,2.305354820200059,0.9261258745962926,148.06714299814075
135,1300.0,1448.2808801905412,18.5390336064771,950.2080448314249,2.304452027739944,0.9259914441995866,148.2808801905412
136,1300.0,1448.167938789072,18.543011719454118,950.2095527753596,2.303575255040575,0.9258608116160627,148.16793878907197
137,1300.0,1448.1195615992644,18.554705003487328,950.2112363362047,2.302558548499882,0.9257092355244733,148.11956159926444
138,1300.0,1448.229887477954,18.566948961479397,950.2130379700046,2.3014076839497557,0.9255375363443942,148.22988747795398
139,1300.0,1448.053656799738,18.575311121086315,950.2147652371341,2.300220886364556,0.9253603407866203,148.05365679973806
140,1300.0,1448.081229382391,18.58600537543125,950.2163889145459,2.298953523127168,0.9251709648102637,148.08122938239103
141,1300.0,1448.2599047540539,18.602211163117197,950.2180552374016,2.297500053034483,0.9249535876482121,148.25990475405388
142,1300.0,1448.0305014042278,18.58531221277944,950.2198815200285,2.2965781962578697,0.9248156110502521,148.03050140422783
143,1300.0,1448.052174762541,18.591778153812886,950.2214382576437,2.2956330410461128,0.9246740619880192,148.05217476254097
144,1300.0,1448.0844609932597,18.610066201769325,950.223112320099,2.2944198093481596,0.9244922386883428,148.08446099325965
145,1300.0,1448.1901520908793,18.622119467033098,950.2249302326342,2.293102240600841,0.9242946181928413,148.19015209087934
146,1300.0,1448.0134441474722,18.60298319396118,950.2270515082378,2.2923461491343238,0.924181137667264,148.01344414747223
147,1300.0,1447.8253895273333,18.616449740691532,950.2286441522768,2.2914007193371435,0.9240391625552515,147.8253895273333
148,1300.0,1447.895320012581,18.63380425894632,950.2303766294683,2.2902082906467505,0.9238599736918047,147.8953200125809
149,1300.0,1447.9338723264223,18.648932862718972,950.232172013986,2.2888459114622965,0.9236550798948444,147.93387232642226
150,1300.0,1447.966034360866,18.669546254199812,950.2339997208734,2.2872209246624746,0.9234104604669855,147.96603436086593
151,1300.0,1448.011680736741,18.68041829908455,950.235648922876,2.28556764382422,0.9231613246887272,148.01168073674103
152,1300.0,1447.9137181310894,18.6816595137671,950.2376587871696,2.284089600998809,0.9229383770367439,147.91371813108935
153,1300.0,1447.9436935246222,18.697050300109154,950.2395302687378,2.2824729758133944,0.9226942899269959,147.94369352462218
154,1300.0,1447.9818015788421,18.7004878363479,950.2417776147106,2.2809822085300637,0.9224689879809014,147.98180157884212
155,1300.0,1447.8788981715124,18.70579187547493,950.2439149618498,2.27956358898641,0.9222543966061117,147.87889817151245
156,1300.0,1448.137480716959,18.71253846547999,950.2459299752816,2.2781786714897145,0.9220447220409438,148.1374807169591
157,1300.0,1448.2012921457901,18.698423697489755,950.2481217303588,2.277253893725492,0.9219046125532443,148.20129214579015
158,1300.0,1448.0316038012038,18.687713357808963,950.2500840431884,2.276663964791147,0.9218151931999189,148.0316038012038
159,1300.0,1448.1208870304706,18.66427228100964,950.2522848871826,2.2766334912630897,0.9218105732523787,148.1208870304706
160,1300.0,1447.9820950700155,18.64844687461285,950.2545041261063,2.2769385455431825,0.9218568172037106,147.98209507001548
161,1300.0,1448.0902580824059,18.65024938028476,950.2563768744334,2.277171848866196,0.9218921784163828,148.09025808240585
162,1300.0,1448.2507776823354,18.650365537716535,950.2583821392357,2.2773772831835,0.9219233114068593,148.2507776823354
163,1300.0,1448.1343755637272,18.63669085540691,950.2602432392348,2.277845345918176,0.9219942303443419,148.1343755637272
164,1300.0,1448.26781250591,18.635844690565467,950.262311214418,2.278277516398394,0.9220596929434072,148.2678125059099
165,1300.0,1448.3244371840613,18.62386413683944,950.2644071904248,2.2789106507604306,0.9221555649500761,148.32443718406125
166,1300.0,1448.4384485953085,18.613742440033754,950.2662660439314,2.2796818883043306,0.9222722986642781,148.4384485953085
167,1300.0,1448.7030478148422,18.593231074571914,950.2681117126198,2.28079300302657,0.9224403781688767,148.7030478148422
168,1300.0,1448.6678649055261,18.580297584284622,950.2701859671847,2.28204531925305,0.9226296788573978,148.66786490552613
169,1300.0,1448.5613331833824,18.58045044749597,950.2719247398979,2.2831463476074854,0.922795989242022,148.56133318338243
170,1300.0,1448.435688365858,18.573947907006062,950.274300074198,2.284255175761356,0.9229633625491801,148.4356883658579
171,1300.0,1448.3200385354305,18.569071379685354,950.27629003948,2.2853362346814006,0.9231264326047958,148.3200385354305
172,1300.0,1448.3076299769339,18.549633823308493,950.2781790932354,2.286700351028246,0.9233320422428513,148.30762997693387
173,1300.0,1448.3538728776093,18.55116397064611,950.2800015893758,2.287870735807078,0.9235083107076677,148.35387287760932
174,1300.0,1448.391133358672,18.55422616579702,950.2819078379275,2.2888383749997763,0.923653945963491,148.39113335867205
175,1300.0,1448.5052792179722,18.53695831432138,950.2838186078633,2.290057677267246,0.9238373310290771,148.5052792179722
176,1300.0,1448.505470018998,18.52359488759161,950.2856573590243,2.2914164088466786,0.9240415193459502,148.50547001899804
177,1300.0,1448.7071980368883,18.515114157817955,950.2876975470213,2.292794842958089,0.9242484880033889,148.70719803688826
178,1300.0,1448.6682203578603,18.514208855309327,950.2900696072892,2.2940301216902874,0.9244338073094736,148.66822035786026
179,1300.0,1449.0468307475876,18.509265775422374,950.2922683196306,2.2952250887055787,0.924612939264347,149.0468307475876
180,1300.0,1449.131989825943,18.475831087180396,950.294391653712,2.2969925283186807,0.9248776353387843,149.13198982594304
181,1300.0,1449.0096357143411,18.45993944320189,950.29617816113,2.2988903808757946,0.9251615256826597,149.00963571434113
182,1300.0,1448.8573686125055,18.452418877824734,950.2983040180827,2.300724486809765,0.9254355479471412,148.85736861250552
183,1300.0,1448.9226225439334,18.43794652425795,950.3005784959578,2.302652292338662,0.9257232155993612,148.92262254393336
184,1300.0,1448.888801492192,18.417329323323166,950.3024271556226,2.304795175914409,0.9260425501543107,148.888801492192
185,1300.0,1448.9863636076168,18.412309997736145,950.3041305745693,2.3067913906494955,0.9263396217793822,148.9863636076168
186,1300.0,1449.0503589604546,18.396694197177045,950.3058556840034,2.308887742763603,0.9266511720608213,149.05035896045456
187,1300.0,1449.0376981271145,18.38331778607262,950.307550216287,2.3110243927334353,0.9269682628894552,149.03769812711448
188,1300.0,1448.9165612913641,18.371437672349582,950.3093391012474,2.3131646911931156,0.927285439499066,148.91656129136413
189,1300.0,1448.7018904196061,18.356169969558156,950.3110188114555,2.3153822181244013,0.9276135777047676,148.70189041960612
190,1300.0,1448.636921015231,18.355446963471422,950.3124485667153,2.3173511939061227,0.9279045227985505,148.6369210152311
191,1300.0,1448.7543740836015,18.357901595641504,950.3139400330169,2.3190323655846337,0.9281526313860097,148.75437408360153
192,1300.0,1448.7813660286147,18.357897499738964,950.3154007216493,2.3205137403053278,0.9283710169266486,148.78136602861468
193,1300.0,1448.6037626856184,18.35792357164352,950.3167751029434,2.32181852771143,0.9285631854860293,148.60376268561845
194,1300.0,1448.6247668698413,18.36559475988323,950.3181414855122,2.3228016485147465,0.928707864793986,148.62476686984132
195,1300.0,1448.675250676932,18.369426852423544,950.319690232652,2.323585493156552,0.9288231474275374,148.6752506769319
196,1300.0,1448.5477075259253,18.372514596364187,950.3211042531043,2.3242100114017883,0.9289149525374506,148.54770752592526
197,1300.0,1448.5653847944382,18.381567465989257,950.3223080769576,2.324564676628466,0.9289670711195194,148.56538479443816
198,1300.0,1448.5694232797077,18.384728014743718,950.3236269843293,2.3248099363820858,0.9290031048856376,148.56942327970773
199,1300.0,1448.405075052539,18.381274028643446,950.3251442662652,2.3251025749862193,0.9290460915430705,148.4050750525389
200,1300.0,1448.4506530448693,18.400759363334554,950.3266152071061,2.3249400100002062,0.9290222129132917,148.45065304486934
201,1300.0,1448.524352333554,18.411352119306905,950.3281589855377,2.324570031548527,0.9289678579344747,148.5243523335539
202,1300.0,1448.6711206923733,18.41282918831503,950.329460555752,2.324214215906197,0.9289155704708929,148.67112069237328
203,1300.0,1448.813788753528,18.411374459043927,950.3309445914205,2.3239343874242264,0.9288744403116496,148.8137887535279
204,1300.0,1448.616009172822,18.407541153016147,950.3323967100768,2.323772768424787,0.9288506813493559,148.61600917282203
205,1300.0,1448.47984299744,18.410352256967965,950.3338501186789,2.3235716744685693,0.9288211156097353,148.47984299744007
206,1300.0,1448.547220738482,18.42236218522836,950.3353226383307,2.3231374717965894,0.9287572631076435,148.5472207384821
207,1300.0,1448.6144536953393,18.423998759317826,950.3367343563106,2.322721893089261,0.9286961313890648,148.6144536953393
208,1300.0,1448.6818847941718,18.42237613578819,950.338114145944,2.3223929081356944,0.9286477251555524,148.68188479417176
209,1300.0,1449.2167489198523,18.39611918845947,950.3398991720081,2.322672744766453,0.9286889004965995,149.2167489198523
210,1300.0,1449.2921020663612,18.394215126965804,950.3414945027357,2.3229622342514284,0.9287314877722311,149.29210206636117
211,1300.0,1449.4464580651695,18.38173935207037,950.3432582305584,2.323489507340248,0.9288090338409504,149.4464580651695
212,1300.0,1449.575751538104,18.358230762101165,950.3448683923351,2.3244661901797876,0.9289525996785863,149.575751538104
213,1300.0,1449.6629109794733,18.33000520254227,950.3466743743996,2.325943351860757,0.9291695472845177,149.66291097947328
214,1300.0,1449.6148007729591,18.338209470104932,950.3481318844421,2.327065974773328,0.9293342750156431,149.61480077295914
215,1300.0,1449.717156160744,18.305332989630053,950.3498037299557,2.3287750869574873,0.9295848124541409,149.71715616074403
216,1300.0,1449.6050483052327,18.303022803909432,950.3510228289898,2.3303313089515503,0.9298126760713832,149.60504830523269
217,1300.0,1449.5681468510093,18.284352630964342,950.3526558942399,2.332112842257947,0.9300732227140841,149.56814685100926
218,1300.0,1449.4967780184334,18.257978996689868,950.3539633944406,2.334263228819838,0.9303872751616494,149.49677801843336
219,1300.0,1449.5049734810498,18.248987328549802,950.3558620395386,2.3363565425422514,0.930692530035508,149.50497348104977
220,1300.0,1449.8258273086062,18.243704650173445,950.3574314235818,2.338317423916343,0.9309780577290375,149.82582730860622
221,1300.0,1449.5607730322083,18.234231740235032,950.3586212933321,2.3402541199929217,0.9312596678630062,149.56077303220832
222,1300.0,1449.65337917799,18.18629454764903,950.3603801502163,2.3430255373944497,0.9316619655807161,149.65337917799002
223,1300.0,1449.4240252179477,18.172709218756193,950.3617094484806,2.3457691207767954,0.9320594224333517,149.4240252179477
224,1300.0,1449.3541581924608,18.15648668250765,950.3632559082812,2.348548037541904,0.9324611819337746,149.35415819246077
225,1300.0,1449.502457587042,18.15399824959954,950.3644332562748,2.351050669409454,0.932822291527585,149.50245758704204
226,1300.0,1449.5075284577515,18.149577455224907,950.3657948068818,2.3533536952303042,0.9331540055043431,149.5075284577515
227,1300.0,1449.352246245697,18.139239506386,950.3671391305454,2.3556137562307327,0.9334789751724689,149.35224624569696
228,1300.0,1449.2478239751867,18.117071905779,950.3684151193766,2.358102110510308,0.9338361310642667,149.24782397518675
229,1300.0,1449.3384927908203,18.114810302310914,950.3694547642963,2.3603440593749236,0.934157343685405,149.33849279082028
230,1300.0,1449.2313731035144,18.11804459480801,950.3705914128461,2.3622456645034147,0.9344293639699777,149.23137310351444
231,1300.0,1449.25676105296,18.114250381161973,950.3716885614035,2.364005822220632,0.934680797579837,149.25676105295997
232,1300.0,1449.2582060944123,18.110188242335166,950.37268090955,2.365647447102563,0.9349149923493781,149.25820609441234
233,1300.0,1449.1619528474848,18.10749054596718,950.3736484841011,2.367154049206397,0.935129663434461,149.16195284748483
234,1300.0,1449.456310908314,18.110602018655623,950.3746099615909,2.3684110219598202,0.9353085737523774,149.45631090831398
235,1300.0,1449.5390321266416,18.0914575924641,950.3758113116041,2.3699501919928054,0.9355274121336512,149.5390321266416
236,1300.0,1449.2492538733622,18.082612871575574,950.3774203688394,2.371506424043689,0.9357484090011151,149.24925387336225
237,1300.0,1449.2691839482773,18.086470374287266,950.3786427871703,2.3727903282810523,0.9359305303216338,149.26918394827726
238,1300.0,1449.1703338419336,18.084943227783683,950.3795763139079,2.3739558394705784,0.9360956984081881,149.1703338419336
239,1300.0,1449.2833601371497,18.088151622789205,950.3807038687436,2.3749104695819874,0.9362308687999428,149.28336013714966
240,1300.0,1449.1657231694446,18.080298985146413,950.3817686068262,2.3759292777540133,0.936375013895699,149.16572316944462
241,1300.0,1449.1430018501285,18.08427176038728,950.3826582895153,2.3767371965052297,0.9364892387503823,149.14300185012848
242,1300.0,1449.207133692146,18.088711307351822,950.3837131792069,2.3773492504291163,0.9365757231202968,149.20713369214604
